sentence_id	translation	translator	sameEdition
phi0631.phi001.perseus-lat1.tb.xml@268	Assim eles, impedidos na porta, conceberam em vão um tão abominável crime.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@269	Enquanto isso, Mânlio amotinava na Etrúria a plebe, desejosa de uma revolução em razão da pobreza e ao mesmo tempo do ressentimeno da injustiça, visto que, na tirania de Sila, tinha perdido todos os seus campos e bens; e também bandidos de todo tipo, dos quais havia uma grande abundância nessa região, alguns procedentes das colônias de Sila, ao quais a devassidão e a luxúria não tinham deixado nenhum resto de suas grandes rapinas.	José Dejalma Dezotti	FALSE
phi0631.phi001.perseus-lat1.tb.xml@270	Quando essas coisas foram anunciadas a Cícero, abalado pelo duplo problema, visto que nem por decisão particular podia proteger por mais tempo das insídias a cidade, nem tinha suficientemente certo qual era o tamanho do exército de Mânlio e com que intenção estava, expõe a caso ao senado, já propalado antes pelos rumores do vulgo.	José Dejalma Dezotti	FALSE
phi0631.phi001.perseus-lat1.tb.xml@271	E assim, como normalmente costuma fazer em situação crítica, o senado decretou que os cônsules tomassem medidas para que a república não sofresse nenhum detrimento.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@272	Este é, conforme o costume romano, o poder máximo concedido através do senado a um magistrado:	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@273	preparar um exército, fazer a guerra, reprimir por todos os meios os aliados e os cidadãos, ter no civil e no militar o mando e o julgamento supremo;	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@274	em qualquer outro caso, sem a ordem do povo, o cônsul não tem o direito de nenhuma dessas coisas.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@275	Poucos dias depois, o senador Lúcio Sênio leu no senado uma carta que ele dizia ter-lhe chegado de Fésulas, na qual estava escrito que Caio Mânlio tinha pegado em armas com uma grande multidão no sexto dia antes das calendas de novembro [27 de outubro]	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@276	Ao mesmo tempo, o que costuma ocorrer em tal situação, uns anunciavam portentos e prodígios, outros, que se faziam reuniões, que armas eram transportadas, que em Cápua e na Apúlia havia um movimento de guerra de escravos.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@277	Então, por um decreto do senado, foram enviados Quinto Márcio Rex para Fésulas, Quinto Metelo Crético para a Apúlia e lugares circunvizinhos (esses dois generais estavam às portas da cidade, impedidos de celebrar o triunfo devido à calúnia de uns poucos, aos quais era costume vender tudo, o honroso e o desonroso), mas os pretores Quinto Pompeio Rufo para Cápua, Quinto Metelo Céler para o campo de Piceno, sendo permitido a esses, em razão das circunstâncias e do perigo, que preparassem um exército.	José Dejalma Dezotti	FALSE
phi0631.phi001.perseus-lat1.tb.xml@278	Junto a isso, se alguém desse pistas acerca da conjuração que tinha sido feita contra a república, o prêmio era para o escravo a liberdade e cem mil sestércios, para um homem livre a anistia e duzentos mil sestércios, e igualmente decretaram que os grupos de gladiadores fossem distribuídos em Cápua e nos demais municípios conforme os recursos de cada um, e que em Roma fossem estabelecidas vigilâncias por toda a cidade e que magistrados menores as comandassem.	José Dejalma Dezotti	FALSE
phi0631.phi001.perseus-lat1.tb.xml@279	Com esses acontecimentos a comunidade estava aterrorizada e estava mudado o aspecto da cidade.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@280	Depois de uma imensa alegria e frivolidade que a prolongada tranquilidade tinha engendrado, a tristeza, de repente, invadiu a todos:	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@281	se apressavam, andavam agitados, não depositavam confiança suficiente em nenhum lugar nem em nenhuma pessoa, nem travavam guerra nem tinham paz, cada um media os perigos com seu próprio medo.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@282	Além disso, as mulheres, nas quais o temor da guerra não habitual em virtude da grandeza da república tinha penetrado, afligiam-se, estendiam as mãos suplicantes para o céu, tinham pena de seus filhos pequenos, perguntavam tudo sem cessar, se apavoravam com qualquer rumor, se arrancavam tudo, deixados de lado a soberba e os prazeres, desconfiavam de si e da pátria.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@283	Mas o espírito cruel de Catilina movia aqueles mesmos propósitos, embora fossem preparadas as defesas e ele próprio tivesse sido interrogado por Lúcio Paulo, em razão de Lei Pláucia.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@284	Por fim, para dissimular ou para se justificar, como se na contenda ele tivesse sido provocado, veio ao senado.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@285	Então o cônsul Marco Túlio, seja temendo sua presença, seja movido pela ira, pronunciou um discurso brilhante e útil para a república, que posteriormente escreveu e publicou.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@286	Mas quando aquele se sentou, Catilina, como estava preparado para disfarçar tudo, com a cabeça baixa, começou a pedir com voz suplicante aos senadores que não acreditassem em nada a respeito dele irrefletidamente:	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@287	que era oriundo de uma família tal e que de tal modo tinha organizado sua vida desde a junventude que só tinha a esperar todas as coisas boas;	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@288	que não julgassem que ele, um homem patrício, de quem, tanto dele próprio como de seus antepassados, tinham havido tantos benefícios para a plebe romana, teria interesse em que a república fosse arruinada, enquanto a salvava Marco Túlio, um cidadão forasteiro da cidade de Roma.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@289	Como acrescentasse a este outros insultos, todos o interromperam aos gritos, chamaram-no de inimigo e parricida.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@290	Então, ele furibundo: “Visto que, cercado por todos os lados”, diz, “sou arrastado de ponta cabeça pelos inimigos, apagarei o incêndio em mim com ruína.”	José Dejalma Dezotti	FALSE
phi0631.phi001.perseus-lat1.tb.xml@291	Em seguida, saiu correndo do senado para a sua casa.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@292	Ali, revolvendo muitas coisas consigo mesmo, visto que as ciladas contra o cônsul não prosperavam e entendia que a cidade estava protegida de incêndio pela vigilância, acreditando que o melhor a fazer era aumentar o exército e, antes de alistar as legiões, tomar previamente muitas medidas que fossem de utilidade para a guerra, na calada da noite partiu com uns poucos para o acampamento de Mânlio.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@293	Mas encarrega Cétego e Lêntulo e outros, dos quais conhecia a resoluta audácia, de consolidarem as forças da facção por todos os meios que pudessem, acelerarem as ciladas ao cônsul, prepararem assassinatos, incêndios e outros atos de guerra:	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@294	que dentro de poucos dias se aproximaria da cidade com um grande exército.	José Dejalma Dezotti	FALSE
phi0631.phi001.perseus-lat1.tb.xml@295	Enquanto isso se passa em Roma, Caio Mânlio envia legados de sua tropa a Márcio Rex com mensagens desse tipo:	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@296	“Tomamos os deuses e os homens como testemunhas, general, que nós não pegamos em armas nem contra a pátria nem para que provocássemos perigo aos outros, mas para que nossos corpos estivessem protegidos da injustiça, nós, que infelizes, necessitados devido à violência e crueldade dos agiotas, estamos a maioria sem pátria, mas todos sem reputação e fortuna.	José Dejalma Dezotti	FALSE
phi0631.phi001.perseus-lat1.tb.xml@297	E a nenhum de nós foi permitido usar a lei, segundo o costume dos antepassados, nem ter o corpo livre, depois de perdido o patrimônio:	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@298	tamanha foi a crueldade dos agiotas e do pretor.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@299	Muitas vezes, vossos antepassados, condoídos da plebe romana, a socorreram em sua falta de recursos com seus decretos, e ultimamente, em nosso próprio tempo, por causa do enorme tamanho das dívidas, a prata foi paga, pela vontade de todos os cidadãos de bem, com bronze.	José Dejalma Dezotti	FALSE
phi0631.phi001.perseus-lat1.tb.xml@300	Muitas vezes, a própria plebe, ou movida pelo desejo de exercer o poder ou por causa da arrogância dos magistrados, separou-se armada dos senadores.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@301	Mas nós não buscamos o poder, nem as riquezas, coisas por causa das quais há todas as guerras e disputas entre os mortais, mas a liberdade, que nenhum cidadão de bem perde a não ser junto com a vida.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@302	A ti e ao senado conjuramos que olheis por esses pobres cidadãos, que restituais o amparo da lei que a iniquidade do pretor nos arrebatou, e não nos imponhais essa necessidade de buscarmos de que modo pereçamos, tendo sobretudo vingado o nosso sangue.”	José Dejalma Dezotti	FALSE
phi0631.phi001.perseus-lat1.tb.xml@303	A isso Quinto Márcio respondeu que se querem pedir algo ao senado, que abandonem as armas e partam suplicantes para Roma:	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@304	que o senado do povo romano sempre foi de uma tal mansidão e misericórdia que ninguém jamais pediu dele auxílio em vão.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@305	Mas Catilina, de viagem, envia cartas para a maioria dos ex cônsules e, além do mais, a cada melhor cidadão:	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@306	que ele, cercado por todos os lados por falsos crimes, visto que não tinha podido resistir à facção de seus inimigos, cedia à sua sorte, partia para o exílio em Massília, não porque se sentia responsável por crime tão grave, mas para que a república estivesse tranquila e para que surgisse uma sedição por causa de sua resistência.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@307	Quinto Cátulo leu no senado uma carta muito diferente dessa, que dizia ter sido entregue a ele em nome de Catilina.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@308	Está escrita abaixo uma cópia dessa carta.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@309	“Lúcio Catilina para Quinto Cátulo.	José Dejalma Dezotti	FALSE
phi0631.phi001.perseus-lat1.tb.xml@310	Tua exemplar lealdade, conhecida pela experiência, grata para mim em meio aos meus grandes perigos, concede confiança à minha recomendação.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@311	Por esse motivo resolvi não preparar a defesa em relação ao meu novo projeto:	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@312	por não ter nenhuma consciência de culpa, decidi apresentar uma satisfação que, por minha fé, é licito que reconheças como verdadeira.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@313	Perseguido pelas injúrias e ofensas, pois privado do fruto de meu esforço e de minha atividade eu não obtinha o posto de minha dignidade, assumi, conforme o meu costume, a causa pública dos infelizes, não porque eu não pudesse pagar com minhas posses as dividas contraídas em meu nome (e as contraídas em nome de outros a generosidade de Orestila pagaria com seus recursos e os de sua filha), mas porque eu via que homens não dignos eram dignificados com honra e sentia que eu era posto de lado por uma falsa suspeita.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@314	Por esse motivo, segui as esperanças, bastante honrosas em minha desgraça, de conservar o que resta de minha dignidade.	José Dejalma Dezotti	FALSE
phi0631.phi001.perseus-lat1.tb.xml@315	Quando eu queria escrever mais, me foi anunciado que uma violência está sendo preparada contra mim;	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@316	agora recomendo-te Orestila e a entrego à tua lealdade;	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@317	defende-a da inúria, te rofo per teus filhos.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@318	Adeus.”	José Dejalma Dezotti	FALSE
phi0631.phi001.perseus-lat1.tb.xml@319	Mas ele próprio, tendo ficado uns poucos dias na casa de Caio Flamínio no campo arretino, enquanto equipa de armas a vizinhança previamente rebelada, se dirige ao acampamento de Mânlio com os fasces e outras insignias de poder.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@320	Quando esses fatos foram sabidos em Roma, o senado declara Catilina e Mânlio como inimigos, à multidão restante estabelece um dia, antes do qual seria permitido abandonar as armas sem punição, exceto os condenados por crimes capitais.	José Dejalma Dezotti	FALSE
phi0631.phi001.perseus-lat1.tb.xml@321	Além disso, decreta que os cônsules tenham um recrutamento, que Antônio, com um exército, se apresse em perseguir Catilina e que Cícero esteja na proteção da cidade.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@322	Para mim o império do povo romano nessa ocasião me pareceu muito mais lastimável.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@323	Quando todos, do nascer ao pôr do sol, dominados pelas armas, obedeciam a esse império, e tranquilidade e riquezas, que os mortais consideram o principal, afluíam para a pátria, houve, contudo, cidadãos que, com espíritos obstinados, marchassem para arruinar a república e a si mesmos.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@324	Pois, mesmo com os dois decretos do senado, ninguém dentre todos em uma multidão tão grande, induzido pela recompensa, tinha denunciado a conjuração, nem tinha ninguém desertado do acampamento de Catilina:	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@325	tamanha a violência da doença e, como uma peste, tinha invadio a maioria dos espíritos dos cidadãos.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@326	E não tinham a mente perdida somente aqueles que tinham sido cúmplices da conjuração, mas em geral a plebe toda, pelo desejo de revolução, aprovava os planos de Catilina.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@327	E isso ela parecia fazer de acordo com seu próprio costume.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@328	Pois sempre, numa comunidade, aqueles que não têm nenhuns recursos sentem inveja dos bons, exaltam os maus, odeiam as coisas antigas, anseiam pelas novas, com ódio de suas coisas desejam que tudo seja mudado, se alimentam sem preocupação de desordem e revoltas, visto que a pobreza se mantém facilmente sem perda.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@329	Mas a plebe urbana, essa, na verdade, por muitos motivos, estava inclinada para o precipício.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@330	Primeiro de tudo, os que em todo lugar se sobressaíam pela infâmia e atrevimento, também outros, com seus patrimônios dilapidados, por atos desonrosos, por último todos os que um escândalo ou um crime tinha expulsado de casa, confuíram para Roma como que para o esgoto.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@331	Depois muitos, lembrados da vitória de Sila, porque viam que, de soldados rasos uns eram senadores, outros tão ricos que passavam seus anos com régia alimentação e cuidado com o corpo, cada um deles esperava semelhantes coisas da vitória, se estivesse em armas.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@332	Além disso, a juventude, que tinha tolerado a pobreza nos campos com o rendimento de suas mãos, atraída pelas generosidades particulares e públicas tinha preferido o ócio urbano ao ingrato trabalho.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@333	A esses e a todos os outros o mal público alimentava.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@334	Por isso não se deve estranhar que homens necessitados, de maus costumes, de imensa esperança, tratassem igualmente a república como a si mesmos	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@335	Além disso, aqueles cujos pais tinham sido proscritos pela vitória de Sila, cujos bens tinham sido arebatados, cujo direito de liberdade tinha sido diminuído, esperavam com ânimo certamente não diferente o resultado da guerra.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@336	Além do mais, todos aqueles que eram de outros partidos que não o do senado, preferiam ser a república conturbada do que terem eles próprios menos poder.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@337	De tal modo esse mal, depois de muitos anos, tinha retornado à cidade.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@338	Pois desde que foi restabelecido, no consulado de Cneu Pompeu e Marco Crasso, o poder tribunício, homens jovens, que tinham a idade e o espírito feroz, tendo obtido o supremo poder, começaram a agitar a plebe, acusando o senado, depois a incendiá-la mais mostrando generosidade e prometendo sem cessar, e assim eles próprios se tornarem ilustres e poderosos.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@339	Contra eles, com um supremo esforço, se opunha a maioria da nobreza, sob o pretexto de defender o senado, por sua própria grandeza.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@340	Pois, para dizer toda a verdade em poucas palavras, após aqueles tempos, todos aqueles que agitaram a república sob pretextos honrosos, uns como se defendessem os direitos do povo, parte, para que a autoridade do senado fosse a maior possível, fingindo o bem público, cada um lutava por seu próprio poder.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@341	E eles não tinham nem moderação nem limite da luta:	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@342	ambos exerciam a vitória com crueldade.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@343	Mas depois que Cneu Pompeu foi enviado à guerra naval e à contra Mitrídates, a força da plebe foi reduzida e cresceu o poder de poucos.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@344	Estes ocupavam as magistraturas, as províncias e todas as outras coisas;	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@345	eles próprios incólumes, florescentes, passavam a vida sem medo e aterrorizavam os outros com julgamentos, para que, em sua magistratura, tratassem a plebe mais placidamente.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@346	Mas logo que foi oferecida pelas circunstâncias dúbias a esperança de fazer a revolução, a velha rivalidade excitou os ânimos deles.	José Dejalma Dezotti	FALSE
phi0631.phi001.perseus-lat1.tb.xml@347	E se Catilina tivesse saído do primeiro combate vencedor ou com força igual, sem dúvida um grande desastre e calamidade teria caído sobre a república, e àqueles que tivessem obtido a vitória não teria sido permitido usufruí-la por muito tempo, sem que alguém que pudesse mais arrebatasse deles, cansados e esgotados, o poder e a liberdade.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@348	Houve, contudo, muitos alheios à conjuração, que no início partiram para junto de Catilina.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@349	Entre esses estava Fúlvio, filho de um senador, a quem, feito voltar de sua viagem, o pai ordenou que fosse morto.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@350	Nesses mesmos tempos, Lêntulo, em Roma, como Catilina tinha determinado, tentava seduzir, ou por si mesmo ou pelos outros, todos aqueles que ele acreditava, conforme seus costumes ou sua fortuna, aptos para a revolução, e não só cidadãos, mas uma espécie de homens de qualquer tipo, desde que fosse de utilidade para a guerra.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@351	Então ele dá o encargo a um certo Públio Umbreno, para que ele procure os legados dos Alóbrogos e, se for possível, os induza a uma aliança de guerra, considerando que, oprimidos pelas dívidas no âmbito público e privado e além do mais por ser a gente gaulesa belicosa por natureza, eles facilmente poderiam ser levados a um semelhante projeto.	José Dejalma Dezotti	FALSE
phi0631.phi001.perseus-lat1.tb.xml@352	Umbreno, porque tinha feito negócios na Gália, era conhecido da maioria da principais figuras das cidades e os conhecia.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@353	E assim, sem demora, logo que avistou os legados no foro, depois de perguntar umas poucas coisas acerca da situação da cidade e como que condoendo-se da sorte deles, começou a inquirir que saída eles esperavam para tão grandes males.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@354	Depois que vê que eles se queixam da avareza dos magistrados, acusam o senado, porque não havia nele auxílio nenhum, esperam a morte como remédio para suas desgraças, diz “Mas eu vou mostrar-vos, se é que vós quereis ser homens, um meio pelo qual escapais desse tão grande mal”.	José Dejalma Dezotti	FALSE
phi0631.phi001.perseus-lat1.tb.xml@355	Quando disse isso, os alóbroges, levados à maior esperança, suplicavam a Umbreno que tivesse piedade deles:	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@356	que não havia nada tão duro nem tão difícil que eles não estivessem, com toda gana, dispostos a fazer, desde que isso livrasse a cidade das dívidas.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@357	Ele os conduz à casa de Décimo Bruto, pois era próxima do foro e não era alheia ao plano, por causa de Semprônia;	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@358	pois naquele momento Bruto estava ausente de Roma.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@359	Além disso, manda chamar Gabínio, para que haja uma maior autoridade na conversa.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@360	Estando esse presente, revela a conjuração, nomeia os aliados e, além disso, muitos inocentes de de todo gênero, para que os legados tivessem um ardor maior.	José Dejalma Dezotti	FALSE
phi0631.phi001.perseus-lat1.tb.xml@361	Em seguida, depois de terem eles prometido a sua colaboração, deixa-os ir.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@362	Mas os alóbroges ficaram por um longo tempo em dúvida qual decisão tomariam.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@363	Em um lado estavam as dívidas, o gosto pela guerra, uma grande recompensa na esperança de vitória;	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@364	só que no outro forças maiores, projetos seguros, recompensas certas em vez de uma incerta esperança.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@365	Tendo eles revolvido essas alternativas no espírito, a fortuna da república finalmente venceu.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@366	E assim revelam a coisa toda, conforme a conheceram, a Quinto Fábio Sanga, de cujo patrocínio a cidade muito se valia.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@367	Conhecido o plano por intermédio de Sanga, Cícero recomenda aos legados que finjam com veemência o interesse na conjuração, que façam contato com os demais, que prometam bem e se esforcem para tê-los o mais convencidos possível.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@368	Quase no mesmo tempo havia agitação na Gália citerior e ulterior e também no campo do Piceno, Brútio e Apúlia.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@369	Pois aqueles que Catilina tinha enviado antes, faziam tudo ao mesmo tempo de modo irrefletido e como por obra da loucura.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@370	Com suas reuniões noturnas, com os transportes de armas e lanças, apressando, agitando tudo, tinham causado mais temor do perigo.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@371	O pretor Quinto Metelo Celer, de acordo com um decreto do senado, depois de instruída a causa, tinha lançado a ferros muitos desse bando, igualmente fez na Gália citerior Caio Murena, que estava à frente, como legado, daquela província.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@372	Mas, em Roma, Lêntulo com os outros, que eram figuras principais da conjuração, depois de preparadas, conforme lhes parecia, grandes forças, tinham estabelecido que, quando Catilina tivesse chegado com o exército no campo de Éfulo, o tribuno da plebe Lúcio Bestia, convocada uma assembléia, se queixaria das atuações de Cícero e faria recair sobre o ótimo cônsul o ódio dessa gravíssima guerra:	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@373	com esse sinal, na noite seguinte, a multidão restante da conjuração executaria cada qual a sua missão.	José Dejalma Dezotti	FALSE
phi0631.phi001.perseus-lat1.tb.xml@374	E dizia-se que essa missão estava dividida deste modo:	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@375	Estatílio e Gabínio, com uma grande tropa, incendiariam ao mesmo tempo doze locais estratégicos da cidade, para que, com o tumulto, se tornasse mais fácil o acesso ao cônsul e aos outros, para os quais eram preparadas ciladas;	José Dejalma Dezotti	FALSE
phi0631.phi001.perseus-lat1.tb.xml@376	Cetego se instalaria na porta de Cícero e o atacaria com violência;	José Dejalma Dezotti	FALSE
phi0631.phi001.perseus-lat1.tb.xml@377	outros, por sua vez, atacariam os outros, mas os filhos de famílias, dos quais a maior parte era da nobreza, matariam seus pais;	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@378	simultaneamente, com todos transtornados com a matança e incêndio, eles romperiam para junto de Catilina.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@379	Entre esses atos preparados e resolvidos, Cetego se queixava continuamente da inação dos cúmplices:	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@380	que eles, hesitando e prolongando os dias, perdiam grandes oportunidades:	José Dejalma Dezotti	FALSE
phi0631.phi001.perseus-lat1.tb.xml@381	que, em tal perigo, era preciso agir, não pensar, e que ele, se uns poucos ajudassem, mesmo com os outros se mostrando frouxos, faria um ataque à cúria.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@382	Feroz por natureza, impetuoso, estava pronto para a ação, considerava na rapidez o bom êxito.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@383	Mas os Alóbroges, conforme a recomendação de Cícero, vão ao encontro dos demais por intermédio de Gabínio.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@384	Solicitam a Lêntulo, a Cetego, Estatílio, e também a Cássio um juramento, que, assinado, eles levariam ao seus concidadãos:	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@385	de outro modo, estes não poderiam ser facilmente impelidos a uma empresa tão séria.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@386	Os outros, não suspeitando de nada, dão, Cássio promete ir logo ele próprio lá e pouco antes dos legados vai embora da cidade.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@387	Lêntulo envia com estes um certo Tito Voltúrcio de Crotona, a fim de que os alóbroges, antes de seguirem para sua pátria, confirmassem a aliança com Catilina com a palavra dada a ele e recebida dele.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@388	Ele próprio dá a Voltúrcio uma carta para Catilina, cuja cópia está escrita abaixo:	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@389	“Saberás quem sou por esse que enviei a ti.	José Dejalma Dezotti	FALSE
phi0631.phi001.perseus-lat1.tb.xml@390	Procura pensar em que enorme calamidade estás e te lembrar de que és homem	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@391	Leva em conta o que teus interesses exigem.	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@392	Pede ajuda de todos, até mesmo dos mais humildes.”	José Dejalma Dezotti	FALSE
phi0631.phi001.perseus-lat1.tb.xml@393	Além disso, dá recomendações com palavras:	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@394	já que foi julgado inimigo pelo senado, com que argumento vai rejeitar os escravos?	José Dejalma Dezotti	TRUE
phi0631.phi001.perseus-lat1.tb.xml@395	Na cidade estava preparado o que tinha ordenado.	José Dejalma Dezotti	TRUE
