sent_id	translation_JDD	DIFF
SenEpist-P-03-416	Esta casa surgiu entre minhas mãos: o que será de mim, se tão estragadas estão as pedras de minha idade?	
SenEpist-P-03-417	Irritado com ele, agarro a primeira ocasião de me zangar.	
SenEpist-P-03-418	“É evidente”, eu digo, “que estes plátanos não estão sendo cuidados: não têm nenhumas folhas.	
SenEpist-P-03-419	Quão nodosos e ressecados estão os galhos, quão feios e mirrados estão os troncos!	
SenEpist-P-03-420	Isso não aconteceria se alguém cavasse em torno deles, se irrigasse.”	
SenEpist-P-03-421	Ele jura por meu gênio que faz de tudo, que não poupa seu cuidado em nada, mas que eles estão muito velhos.	
SenEpist-P-03-422	Que fique entre nós, eu os tinha plantado, eu tinha sido o primeiro a ver suas folhas.	
SenEpist-P-03-423	Tendo-me voltado para a porta, digo: “Quem é esse aí? Esse decrépito e destinado com razão à portaria?	
SenEpist-P-03-424	Pois está com os olhos voltados para fora.	
SenEpist-P-03-425	Onde encontraste esse sujeito?	
SenEpist-P-03-426	Que satisfação te deu carregar um morto alheio?”	
SenEpist-P-03-427	Mas ele diz: “Não me conheces?	
SenEpist-P-03-428	Eu sou Felício, para quem costumavas trazer estatuinhas;	
SenEpist-P-03-429	eu sou filho do caseiro Filósito, sou o teu favorito”.	
SenEpist-P-03-430	“Esse delira completamente”, eu digo:	
SenEpist-P-03-431	“o menininho tornou-se também meu favorito?	
SenEpist-P-03-432	Pode perfeitamente tornar-se: principalmente quando lhe caem os dentes.”	
SenEpist-P-03-433	Devo isto à minha chácara, que minha velhice, para onde quer que me volte, se mostra evidente para mim.	
SenEpist-P-03-434	Abracemo-la e tenhamos afeição por ela; ela é cheia de prazeres, se soubermos nos servir dela.	
SenEpist-P-03-435	As frutas são mais gostosas quando estão acabando; o atrativo é maior no fim da adolescência; aos dedicados ao vinho deleita o último copo, aquele que afunda, que impõe a última mão à embriaguez;	
SenEpist-P-03-436	Todo prazer reserva para o final o que tem em si de mais agradável.	
SenEpist-P-03-437	Agradabilíssima é a idade que já declina, mas que ainda não desmorona,	
SenEpist-P-03-438	e julgo que aquela que se acha na última telha também tem seus prazeres;	
SenEpist-P-03-439	ou isso mesmo substitui o lugar dos prazeres, não ter necessidade de nenhum.	
SenEpist-P-03-440	Quão doce é ter esgotado e abandonado as paixões!	
SenEpist-P-03-441	“É desagradável”, dizes, “ter a morte diante dos olhos.”	
SenEpist-P-03-442	Primeiramente, ela deve estar tanto diante dos olhos do velho como do jovem	
SenEpist-P-03-443	(pois não somos convocados de acordo com o censo);	
SenEpist-P-03-444	depois, ninguém é tão velho a ponto de aguardar de modo desonesto mais um dia.	
SenEpist-P-03-445	E um dia é um degrau da vida.	
SenEpist-P-03-446	Toda idade consta de partes e tem círculos maiores traçados em volta de menores: há um que os abrange e circunda a todos (este compreende do nascimento até o último dia);	
SenEpist-P-03-447	há outro que encerra os anos da mocidade;	
SenEpist-P-03-448	há o que delimita em seu âmbito toda a infância;	
SenEpist-P-03-449	depois há por si mesmo o ano que contém em si todos os tempos de cuja multiplicação a vida é composta;	
SenEpist-P-03-450	o mês é circundado por um círculo mais estreito;	
SenEpist-P-03-451	o dia tem a órbita mais curta, mas também esta vai do início ao fim, do nascimento ao ocaso.	
SenEpist-P-03-452	Por isso Heráclito, a quem a obscuridade do discurso deu o cognome, diz: “Um dia é igual qualquer outro”.	
SenEpist-P-03-453	Isso um recebeu de modo diferente.[*]	
SenEpist-P-03-454	Pois disse que era igual em horas e não está mentindo;	
SenEpist-P-03-455	de fato, se o dia é o tempo de vinte e quatro horas, é inevitável que todos os dias entre si sejam iguais, porque a noite tem o que o dia perdeu.	
SenEpist-P-03-456	Outro diz que um dia é igual a todos pela semelhança; pois o espaço do mais longo tempo não tem nada que não encontres também num único dia, luz e noite;	
SenEpist-P-03-457	e eternamente o dia faz essas alternâncias, não outras, ainda que umas vezes mais curto, outras mais longo.[*]	
SenEpist-P-03-458	Por isso todo dia dever ser assim organizado como se ele encerrasse a marcha e consumasse e completasse a vida.	
SenEpist-P-03-459	Pacúvio, que tornou sua a Síria pelo uso, depois de ter celebrado exéquias a si próprio com vinho e aqueles famosos banquetes fúnebres, era levado da ceia para o seu quarto de tal modo que, entre os aplausos dos prostitutos, cantava isto com acompanhamento: Sua vida acabou, sua vida acabou. Nenhum dia deixou de celebrar seu enterro.	
SenEpist-P-03-460	Isto que ele fazia de má consciência, façamos nós de boa, e ao nos entregarmos ao sono, digamos alegres e contentes: “Vivi e terminei o curso que a fortuna me tinha dado”.	
SenEpist-P-03-461	Se o deus acrescentar o dia de amanhã, recebamo-lo alegres.	
SenEpist-P-03-462	É felicíssimo e seguro possuidor de si mesmo aquele que aguarda sem inquietude o dia de amanhã;	
SenEpist-P-03-463	todo aquele que diz “vivi”, cada dia levanta com um lucro.	
SenEpist-P-03-464	Mas já devo terminar a carta.	
SenEpist-P-03-465	“Assim”, dizes, “vai vir a mim sem nenhum donativo?”	
SenEpist-P-03-466	Não temas: algo ela leva consigo.	
SenEpist-P-03-467	Por que disse algo?	
SenEpist-P-03-468	É muito.	
SenEpist-P-03-469	Pois o que de mais brilhante do que esta sentença que confio a ela para te levar?	
SenEpist-P-03-470	“É um mal viver na necessidade, mas não há nenhuma necessidade de viver na necessidade.”	
SenEpist-P-03-471	Por que não há nenhuma?	
SenEpist-P-03-472	Por toda parte se abrem muitos caminhos, curtos, fáceis para a liberdade.	
SenEpist-P-03-473	Agradeçamos ao deus por ninguém poder ser retido na vida: é permitido pisar as próprias necessidades.	
SenEpist-P-03-474	“Foi Epicuro”, dizes, “ que disse.	
SenEpist-P-03-475	O que tens tu com um estranho?”	
SenEpist-P-03-476	O que é verdade é meu;	
SenEpist-P-03-477	continuarei a te incutir Epicuro, para que esses que juram nas palavras e avaliam não o que é dito, mas por quem, saibam que as melhores coisas são de todos.	
SenEpist-P-03-478	Sei que há em ti muita força de espírito;	
SenEpist-P-03-479	pois mesmo antes de te instruíres com os preceitos salutares e que levam a vencer as dificuldades, já te deleitavas bastante contra a fortuna; e muito mais depois que travaste combate com ela e experimentaste tuas forças, que nunca podem dar uma sólida confiança de si mesmas, a não ser quando aqui e ali surgiram muitas dificuldades, e alguma vez, na verdade, chegaram muito perto. Assim é posto à prova o verdadeiro espírito e que não vai se submeter ao arbítrio alheiro;	
SenEpist-P-03-480	esta é a sua pedra de toque.	
SenEpist-P-03-481	Não pode trazer grandes entusiasmos à disputa o atleta que nunca foi machucado: aquele que viu seu próprio sangue, cujos dentes estalaram sob o punho, aquele que, derrubado, aguentou todo o corpo adversário e abatido não abateu seu espírito, que, todas as vezes que caiu, levantou-se com mais afinco, desce para a luta com grande esperança.	
SenEpist-P-03-482	Então, para prosseguir essa comparação, muitas vezes a fortuna já esteve em cima de ti e, no entanto, não te entregaste, mas te livraste e resististe com mais vigor;	
SenEpist-P-03-483	pois a virtude ferida cresce muito. No entanto, se te parece bem, recebe de mim auxílios com que possas te defender.	
SenEpist-P-03-484	São mais as coisas que nos aterrorizam, Lucílio, do que as que nos atormentam, e sofremos mais frequentemente em razão da imaginação do que da realidade.	
SenEpist-P-03-485	Não estou falando contigo em linguagem estóica, mas nesta mais baixa;	
SenEpist-P-03-486	pois nós dizemos que todas essas coisas que arrancam gemidos e gritos são leves e devem ser desprezadas. Deixemos de lado estas palavras arrogantes, mas, bons deuses, verdadeiras:	
SenEpist-P-03-487	isso eu te recomendo: não sejas infeliz antes do tempo, visto que aquilo que temeste como iminente talvez nunca vá chegar, com certeza não chegou.	
SenEpist-P-03-488	Portanto, certas coisas nos atormentam mais do que devem, outras nos atormentam antes do que devem, outras nos atormentam quando absolutamente não deveriam;	
SenEpist-P-03-489	ou aumentamos a dor ou a antecipamos ou a imaginamos.[*]	
SenEpist-P-03-490	Quanto ao primeiro ponto, visto que a questão está em controvérsia e temos o litígio contestado, que por agora seja adiado.	
SenEpist-P-03-491	O que eu chamar de leve, tu afirmarás ser gravíssimo; sei que alguns riem em meio aos açoites, que outros gemem com uma bofetada.	
SenEpist-P-03-492	Depois veremos se essas coisas têm valor por suas próprias forças ou por nossa fraqueza.	
SenEpist-P-03-493	Concede-me o seguinte: todas as vezes que ficarem à tua volta aqueles que te persuadem que tu és um infeliz, pensa não no que ouves, mas no que sentes, delibera com tua capacidade de resistir e pergunta-te a ti próprio, que melhor conheces tuas coisas: “Que motivo há para que esses se compadeçam de mim?	
SenEpist-P-03-494	Que motivo há para que tremam, para que até temam o contacto comigo, como se minha desgraça pudesse contagiá-los?	
SenEpist-P-03-495	Existe aqui algum mal ou esse situação é mais infame do que má?”	
SenEpist-P-03-496	Pergunta te a ti mesmo: “Será que eu não me torturo e me entristeço sem nenhum motivo e forjo um mal que não existe?”	
SenEpist-P-03-497	“Como” dizes “entenderei se são falsos ou verdadeiros os motivos pelos quais me angustio?”	
SenEpist-P-03-498	Recebe a regra desta questão: sou atormentado ou por coisas presentes ou futuras ou por ambas.	
SenEpist-P-03-499	Acerca das coisas presentes o julgamento é fácil: se o teu corpo está livre e são, e não há nenhuma dor por causa de uma injúria,	
SenEpist-P-03-500	veremos o que ocorrerá amanhã:	
SenEpist-P-03-501	o dia de hoje não tem nenhum problema.	
SenEpist-P-03-502	“Mas vai ocorrer.”	
SenEpist-P-03-503	Primeiro examina se há indícios certos de um mal vindouro;	
SenEpist-P-03-504	pois às vezes sofremos com suspeitas e nos ilude aquela fama que costuma liquidar uma guerra, mas liquida muito mais indivíduos.	
SenEpist-P-03-505	Assim é, meu querido Lucílio: rapidamente nos submetemos à opinião;	
SenEpist-P-03-506	não arguimos aquelas coisas que nos induzem ao medo, nem as sacudimos de nós, mas trememos e voltamos as costas como aqueles que o pó levantado pela fuga dos rebanhos afugentou do acampamento ou aqueles que alguma história sem autor propagada aterrorizou.	
SenEpist-P-03-507	Não sei como coisas falsas perturbam mais;	
SenEpist-P-03-508	pois as coisas verdadeiras têm sua limite:	
SenEpist-P-03-509	tudo o que vem do incerto é entregue à conjectura e à fantasia do espírito apavorado.	
SenEpist-P-03-510	Por isso nenhuns são tão perniciosos, tão irremediáveis quanto os medos causados por delírio;	
SenEpist-P-03-511	pois os demais são sem razão, estes são sem mente.	
SenEpist-P-03-512	Por isso investiguemos cuidadosamente a questão.	
SenEpist-P-03-513	É verossímil que ocorrerá algum mal: mas ainda não é uma realidade.	
SenEpist-P-03-514	Quantos não esperados vieram!	
SenEpist-P-03-515	Quantos esperados não compareceram em parte alguma!	
SenEpist-P-03-516	Se ainda vai ocorrer, de que adianta ir ao seu encontro já com dor?	
SenEpist-P-03-517	Com suficiente rapidez vais sofrer, quando vier: enquanto isso, promete-te coisas melhores.	
SenEpist-P-03-518	Que lucro terás?	
SenEpist-P-03-519	O tempo.	
SenEpist-P-03-520	Intervirão muitas coisas graças às quais o perigo próximo ou quase iminente se detenha ou cesse ou passe para a cabeça de algum outro: um incêndio abriu caminho para a fuga; um desmoronamento deixou cair alguns suavemente no chão; alguma vez a espada foi retirada do próprio pescoço; alguém sobreviveu ao seu próprio carrasco.	
SenEpist-P-03-521	A má fortuna também tem a sua veleidade.	
SenEpist-P-03-522	Talvez será, talvez não será: por enquanto, não é;	
SenEpist-P-03-523	imagina coisa melhor.	
SenEpist-P-03-524	Algumas vezes, sem que apareçam nenhuns sinais que prenunciem algum mal, o espírito cria para si falsas imagens: ou distorce para o pior sentido alguma palavra de significação dúbia ou imagina a ofensa de alguém maior do que é, e pensa não quão irado ele está, mas o quanto é permitido para o irado.	
SenEpist-P-03-525	Mas não há nenhum motivo de vida, nenhum limite das desgraças, se se teme tudo o que pode. Aqui a prudência é útil, aqui com o vigor de teu espírito rejeita até mesmo o medo evidente;[*]	
SenEpist-P-03-526	se não, repele um defeito com outro defeito, modera o medo com a esperança.	
SenEpist-P-03-527	Nada é tão garantido dessas coisas que se temem que não seja mais grarantido as coisas temidas se acalmarem e as esperadas enganarem.	
SenEpist-P-03-528	Logo examina a esperança e o medo, e todas as vezes que tudo for incerto, favorece a ti; confie no que mais queres.	
SenEpist-P-03-529	Se o medo tiver mais votos, mesmo assim inclina de preferência para esta parte e pára de te perturbar e em seguida revolve isto em teu ânimo, que a maior parte dos mortais, mesmo que não tenham nenhum mal e mesmo que com certeza não vão ter, se exasperam e se inquietam.[*]	
SenEpist-P-03-530	Pois ninguém se refreia a si mesmo, quando começa a ser empurrado, nem reduz o seu temor à verdade;	
SenEpist-P-03-531	ninguém diz “É um autor sem valor, sem valor: ou inventou ou confiou”.[*]	
SenEpist-P-03-532	Entregamo-nos para que a brisa nos leve;	
SenEpist-P-03-533	tememos coisas duvidosas como certas;	
SenEpist-P-03-534	não conservamos a medida das coisas,	
SenEpist-P-03-535	imediatamente a inquietação se converte em temor.[*]	
SenEpist-P-03-536	Tenho vergonha de falar contigo assim e confortar-te com remédios tão suaves.[*]	
SenEpist-P-03-537	Que outro diga: “Talvez não virá”;	
SenEpist-P-03-538	diz tu: “E daí, se vier?	
SenEpist-P-03-539	Veremos quem dos dois vence;	
SenEpist-P-03-540	talvez venha para o meu bem, e essa morte honrará a minha vida”.	
SenEpist-P-03-541	A cicuta fez Sócrates grande.	
SenEpist-P-03-542	Tira de Catão a espada, defensora da liberdade: terás subtraído grande parte de sua glória.	
SenEpist-P-03-543	Estou te exortando por demasiado tempo, quando para ti é preciso mais conselho do que exortação.	
SenEpist-P-03-544	Não te conduzo a um sentido diverso de tua natureza: nasceste para essas coisas que digo;	
SenEpist-P-03-545	por isso incrementa e enfeita mais esse teu bem.	
SenEpist-P-03-546	Mas já vou pôr um fim nesta carta, se eu lhe imprimir o selo dela, isto é, se eu mandar que ela te leve alguma magnífica sentença.	
SenEpist-P-03-547	“Entre outros males a tolice tem também este: sempre começa a viver.”	
SenEpist-P-03-548	Considera o que essa sentença significa, Lucílio, o melhor dos homens, e entenderás quão feia é a leviandade dos homens, pondo todo dia novos fundamentos para a vida, iniciando novas esperanças até mesmo no fim da vida.	
SenEpist-P-03-549	Examina contigo cada um à tua volta: irão ao teu encontro velhos que se preparam com grande empenho para a ambição, para as viagens, para negociar.	
SenEpist-P-03-550	O que há, porém, de mais indecente do que um velho começando a viver?	
SenEpist-P-03-551	Eu não acrescentaria o autor desta sentença, se não fosse tão desconhecida e não estivesse entre as frases divulgadas de Epicuro, que me permiti não só louvar mas também acatar.	
SenEpist-P-03-552	Reconheço que há em nós um amor inato pelo nosso corpo; reconheço que somos nós administramos a sua tutela.	
SenEpist-P-03-553	Não nego que devamos ser indulgentes com ele, nego que devamos ser seus escravos.	
SenEpist-P-03-554	pois será escravo de muitos quem é escravo do corpo, quem tem demasiado medo por ele, quem confere tudo a ele.	
SenEpist-P-03-555	Assim devemos administrá-lo: não como se devêssemos viver por causa do corpo, mas como se não pudéssemos viver sem o corpo;	
SenEpist-P-03-556	o demasiado amor por ele nos inquieta com temores, nos carrega de preocupações, nos expõe às afrontas;	
SenEpist-P-03-557	o honrado é vil para aquele a quem o corpo é por demais querido.	
SenEpist-P-03-558	Tenha-se com ele um cuidado com muita solicitude, porém, de tal modo que quando a razão, quando a dignidade, quando a lealdade exigirem, devemos lançá-lo ao fogo.	
SenEpist-P-03-559	Contudo, o quanto podemos, evitemos também as moléstias, não só os perigos, e retiremo-nos para um lugar seguro, pensando continuamente com que meios podem ser repelidos as coisas temíveis.	
SenEpist-P-03-560	Destas há, se não me engano, três tipos: teme-se a pobreza, teme-se a doença, temem-se aquelas coisas que acontecem pela violência dos mais poderosos.	
SenEpist-P-03-561	De todas estas nada nos abala mais do que o que nos ameaça do poder alheio;	
SenEpist-P-03-562	pois vem com grande estrépito e tumulto.	
SenEpist-P-03-563	Os males naturais a que me referi, a pobreza e a doença, se insinuam em silêncio e não incutem nenhum terror aos olhos nem aos ouvidos: a pompa do outro mal é imensa;	
SenEpist-P-03-564	tem em torno de si o ferro e as chamas e as correntes e uma multidão de feras que lança nas vísceras humanas.	
SenEpist-P-03-565	Pensa, neste ponto, no cárcere e nas cruzes e nos cavaletes e no gancho e na estaca, atravessada pelo meio do homem, a qual saia pela boca e nos membros despedaçados pelos carros dirigidos em direção contrária, naquela túnica não só impregnada como tecida com alimentos de fogo e em qualquer outro, além destes, que a crueldade imaginou.	
SenEpist-P-03-566	E assim, não é surpreendente se o maior medo é disso, cuja grande variedade e aparato são terríveis.	
SenEpist-P-03-567	Pois do mesmo modo que o torturador atemoriza mais quanto mais instrumentos de dor exibe (pois à vista deles são vencidos os que tinham resistido ao sofrimento), assim também das coisas que subjugam e dominam os nossos espíritos, são mais úteis as que têm o que mostrar.[*]	
SenEpist-P-03-568	Aquelas outras calamidades nao são menos graves - refiro-me à fome e à sede e às supurações das vísceras e à febre que abrasa as próprias entranhas -	
SenEpist-P-03-569	mas ficam ocultas, não têm nada para nos ameaçarem, para nos preferirem: esta, como as grandes guerras, venceram com seu aspecto e aparato.	
SenEpist-P-03-570	Por isso, esforcemo-nos em abster-nos de ofensas.	
SenEpist-P-03-571	Às vezes é o povo que nós devemos temer; às vezes, se o regulamento da cidade é tal que a maioria dos assuntos passe pelo senado, são os varões prestigiosos nesse; às vezes cada um daqueles aos quais foi dado o poder do povo e para o povo.	
SenEpist-P-03-572	Ter todos estes como amigos é trabalhoso; basta não tê-los como inimigos.	
SenEpist-P-03-573	E assim o sábio nunca provocará a cólera dos poderosos, ao contrário, a evitará não diferentemente do que ao navegar se evita a tempestade.	
SenEpist-P-03-574	Quando te dirigias à Sicília, atravessaste o estreito.	
SenEpist-P-03-575	O piloto temerário desprezou as ameaças do austro (pois esse é o vento que agita o mar da Sicília e o reúne em turbilhões); não buscou o litoral da esquerda, mas esse do qual Caríbides, por estar mais próxima, encrespa os mares.	
SenEpist-P-03-576	Já aquele mais precavido pergunta aos especialistas do lugar o que é aquela agitação do mar, que sinais dão as nuvens; mantém o curso longe daquela região famigerada por seus turbilhões.	
SenEpist-P-03-577	O sábio faz o mesmo: evita o poder que o prejudicará, tomando cuidado antes de tudo para que não pareça que está evitando;	
SenEpist-P-03-578	pois uma parte da segurança também consiste nisto, ou seja, em não buscá-lo abertamente, porque quem foge de uma coisa a condena.	
SenEpist-P-03-579	Logo, devemos observar atentamente como podemos ficar protegidos do povão.	
SenEpist-P-03-580	Em primeiro lugar não ambicionemos o mesmo que eles: a briga existe entre competidores.	
SenEpist-P-03-581	Depois não tenhamos nada que possa ser arrebatado com grande proveito do intrigante;	
SenEpist-P-03-582	que haja em teu corpo o mínimo de despojos possível.	
SenEpist-P-03-583	Ninguém chega ao sangue humano por ele mesmo, ou muito poucos;	
SenEpist-P-03-584	mais pessoas fazem conta do que odeiam.	
SenEpist-P-03-585	Alguém sem nada, o ladrão deixa passar; mesmo num caminho sitiado, há paz para o pobre.	
SenEpist-P-03-586	Depois, segundo um antigo preceito, é preciso ter em conta três coisas para serem evitadas: o ódio, a inveja, o menosprezo.	
SenEpist-P-03-587	Como se faz isto só a sabedoria mostrará;	
SenEpist-P-03-588	pois é difícil o equilíbrio, e é preciso temer que o medo da inveja nos leve ao menosprezo, que, enquanto não queremos pisar, pareçamos poder ser pisados.	
SenEpist-P-03-589	A muitos poder ser temido deu motivos de temer.	
SenEpist-P-03-590	Tomemos precauções de todas as partes: ser desprezado não prejudica menos do que ser invejado.	
SenEpist-P-03-591	Logo é preciso refugiar-se na filosofia; esses estudos são como insígnias sagradas não digo entre os bons, mas entre os medianamente maus.	
SenEpist-P-03-592	Pois a eloquência forense e qualquer outra que comova o povo tem adversários: já aquela, tranquila e entregue a seu próprio negócio, não pode ser menosprezada, pois ela tem a honra de todas as artes, mesmo entre os piores.	
SenEpist-P-03-593	Nunca a maldade tomará tanta força, nunca se conjurará de tal modo contra as virtudes que o nome da filosofia não permaneça venerável e sagrado.	
SenEpist-P-03-594	Além do mais, a própria filosofia deve ser tratada tranquila e modestamente.	
SenEpist-P-03-595	“E então?” dizes “Parece a ti que Marco Catão filosofava modestamente, ele, que com um parecer reprimiu a guerra civil?	
SenEpist-P-03-596	Ele, que interveio no meio das armas dos capitães enlouquecidos?	
SenEpist-P-03-597	Ele, que, enquanto uns atacavam Pompeu, outros, César, combateu os dois ao mesmo tempo?”	
SenEpist-P-03-598	Alguém pode discutir se naquele momento o sábio deveria intervir na república.	
SenEpist-P-03-599	O que queres, Marco Catão?	
SenEpist-P-03-600	Já não se trata da liberdade: faz tempo que foi perdida.	
SenEpist-P-03-601	O que se quer saber é se César ou Pompeu vai ter o mando da república: o que tens tu a ver com essa disputa?	
SenEpist-P-03-602	Nenhum partido é o teu. Elege-se um dono:	
SenEpist-P-03-603	o que te importa qual dos dois vença?	
SenEpist-P-03-604	Pode vencer o melhor, não pode deixar de ser o pior quem tenha vencido.	
SenEpist-P-03-605	Toquei nas últimas atuações de Catão;	
SenEpist-P-03-606	mas nem mesmo houve anos anteriores que admitissem um sábio naquele despojo de república. Que outra coisa fez Catão além de ter vociferado e lançado frases inúteis, quando ora era arrastado para fora do foro, erguido pelas mãos do povo e coberto de cuspe, ora era conduzido do senado para o cárcere?	
SenEpist-P-03-607	Mas depois veremos se o sábio deve dedicar-se à república: enquanto isso, te chamo a atenção para aqueles estóicos que, excluídos da república, se retiraram para cultivar a vida e instituir leis para o gênero humano, sem nenhuma ofensa de um mais poderoso.	
SenEpist-P-03-608	O sábio não perturbará os costumes públicos nem atrairá o povo para si com a singularidade de sua vida.	
SenEpist-P-03-609	“O que então?	
SenEpist-P-03-610	Estará de todo seguro quem seguir esse propósito?”	
SenEpist-P-03-611	Não posso te prometer isto mais do que prometo boa saúde em uma pessoa moderada, e, no entanto, a moderação causa boa saúde.	
SenEpist-P-03-612	Algum navio naufraga no porto: mas o que crês que acontece no meio do mar?	
SenEpist-P-03-613	Quanto mais exposto estará ao perigo este que faz e maquina muitas coisas, para quem nem mesmo o ócio é seguro?	
SenEpist-P-03-614	Perecem de vez em quando inocentes (quem o nega?),	
SenEpist-P-03-615	contudo com muito mais frequência os culpados.	
SenEpist-P-03-616	A habilidade permanece para aquele que foi golpeado através da armadura.	
SenEpist-P-03-617	Enfim, de todas as coisas o sábio olha a intenção, não o resultado;	
SenEpist-P-03-618	os começos estão em nosso poder, quanto ao desenlace decide-o a fortuna, a quem não concedo opinião sobre mim.	
SenEpist-P-03-619	“Mas ela te trará algum sofrimento, alguma adversidade.”	
SenEpist-P-03-620	O ladrão não condena quando mata.[*]	
SenEpist-P-03-621	Agora estendes a mão para o óbolo cotidiano.	
SenEpist-P-03-622	Vou te encher com um óbolo de ouro, e porque foi feita uma menção do ouro, recebe o modo como o seu uso e desfrute pode ser mais agradável para ti.	
SenEpist-P-03-623	“Usufrui especialmente das riquezas aquele que necessita das riquezas o menos possível.”	
SenEpist-P-03-624	“Fala o autor”, dizes.	
SenEpist-P-03-625	Para que saibas quâo generosos somos, é meu propósito louvar as coisas alheias: É de Epicuro ou de Metrodoro ou de alguém daquela oficina.	
SenEpist-P-03-626	E que diferença faz que disse?	
SenEpist-P-03-627	Disse para todos.	
SenEpist-P-03-628	Aquele que necessita das riquezas teme por elas;	
SenEpist-P-03-629	por outro lado, ninguém desfruta de um bem que preocupa. Se esforça por acrescentar-lhes algo;	
SenEpist-P-03-630	enquanto pensa no crescimento, o uso foi esquecido.	
SenEpist-P-03-631	Recebe as contas, gasta o tempo no foro, revolve o calendário: passa-se de senhor a administrador.	
SenEpist-P-03-632	Foi um costume dos antigos, conservado até a minha época, acrescentar à carta estas primeiras palavras: “Se vais bem de saúde, está tudo bem, eu vou bem”.	
SenEpist-P-03-633	De modo correto nós dizemos: “Se cultivas a filosofia, está tudo bem”.	
SenEpist-P-03-634	Pois isto é, de fato, ter boa saúde.[*]	
SenEpist-P-03-635	Sem isto o espírito está doente;	
SenEpist-P-03-636	o corpo também, ainda que tenha grandes forças, só é forte à maneira dos furiosos ou dos frenéticos.	
SenEpist-P-03-637	Logo, cuida principalmente desta saúde, e depois dessa segunda; esta não te custará muito, se quiseres estar bem.	
SenEpist-P-03-638	Pois é tola, meu querido Lucílio, e nem um pouco apropriada para um homem letrado a ocupação de exercitar os músculos e de engrossar o pescoço e de fortalecer os flancos; mesmo que o regime alimentar tenha produzido em ti um feliz resultado e teus músculos tenham aumentado, nunca igualarás nem as forças nem o peso de boi gordo.	
SenEpist-P-03-639	Acrescenta agora que com o volume do corpo maior o espírito é sufocado e é menos ágil.	
SenEpist-P-03-640	Por isso limita o quanto podes o teu corpo e amplia o espaço de teu espírito.	
SenEpist-P-03-641	Muitos inconvenientes seguem os que se dedicam a este cuidado: em primeiro lugar, os exercícios, cujo esforço esgota o espírito e o torna inábil para a atenção e para os estudos mais profundos;	
SenEpist-P-03-642	depois, a sutileza é impedida pela abundância de alimentos.	
SenEpist-P-03-643	Acrescentam-se os escravos da pior fama acolhidos à profissão de mestres, homens ocupados entre o óleo e o vinho, para os quais o dia trancorreu de acordo com seus desejos, se suaram bem, se em lugar do líquido que escorreu, repuseram muita bebida em jejum para ir mais profundamente.[*]	
SenEpist-P-03-644	Beber e suar é a vida do doente do estômago.	
SenEpist-P-03-645	Há exercícios fáceis e curtos, que cansam o corpo sem demora e poupam tempo, aos quais se deve ter uma atenção especial: a corrida e as mãos movimentadas com algum peso e o salto ou aquele que ergue o corpo para o alto ou aquele que o lança para longe ou aquele, para dizer assim, dos sacerdotes sálios ou, para dizer mais rudemente, o do pisoeiro: escolhe a prática simples e fácil dos que quiseres dentre estes.[*]	
SenEpist-P-03-646	Tudo o que fizeres, volta rapidamente do corpo para o espírito; exercita este noites e dias.	
SenEpist-P-03-647	ele é alimentado com pouco esforço;	
SenEpist-P-03-648	esse exercício não o impedirá nem o frio, nem o calor, nem mesmo a velhice.	
SenEpist-P-03-649	Cuida desse bem que com a velhice se torna melhor.	
SenEpist-P-03-650	Não, eu não te ordeno estar sempre em cima de um livro ou das tabuinhas: é preciso dar ao espírito algum repouso, de tal modo, contudo, que ele não se dissipe, mas descanse.	
SenEpist-P-03-651	O passeio de liteira movimenta o corpo e não prejudica o estudo: podes ler, podes ditar, podes falar, podes ouvir, nenhuma dessas atividades nem mesmo uma caminhada impede que se faça.	
SenEpist-P-03-652	Não menosprezes a intensidade de tua voz, a qual proibo que levantes, em seguida baixes através de gradações e certas modulações.	
SenEpist-P-03-653	E se queres depois aprender o modo como caminhares?	
SenEpist-P-03-654	Deixa entrar esses a quem a fome ensinou novas profissões: haverá quem regule teus passos e observe tuas bochechas enquanto comes e vá tão longe quanto mais estimulares sua audácia com paciência e credulidade.	
SenEpist-P-03-655	E então?	
SenEpist-P-03-656	Tua voz começará em seguida pelo clamor e pelo supremo esforço?	
SenEpist-P-03-657	É de tal modo até natural ser gradualmente estimulado que os os litigantes também começam num tom de conversa e passam para a gritaria; ninguém implora de imediato a lealdade dos quirites.	
SenEpist-P-03-658	Portanto, de qualquer maneira que o impulso do espírito te sugerir, faz uma crítica aos vícios ora com mais veemência, ora com mais calma, conforme a voz também te exortar para esse lado;[*]	
SenEpist-P-03-659	quando a controlares e a fizeres voltar, que ela abaixe o tom com moderação, mas não caia; +que ela siga em tom mediano+ e não se encolerize como é costume do inculto e do rústico.[*]	
SenEpist-P-03-660	Pois não fazemos isso para que a voz seja exercitada, mas para que ela nos exercite.	
SenEpist-P-03-661	Tirei de ti uma não pequena preocupação: uma modesta recompensa, uma máxima grega, se somará a esses benefícios. Eis o notável preceito: “A vida tola é ingrata, temerosa; toda ela é voltada para o futuro”.[*]	
SenEpist-P-03-662	“Quem diz isso?” perguntas.	
SenEpist-P-03-663	O mesmo que antes.	
SenEpist-P-03-664	Que vida tu agora consideras ser chamada de tola?	
SenEpist-P-03-665	A de Baba ou de Isião?	
