sentence_id	sentence	text_JDD	translation_JDD	norm_sentence	norm_text	isSameText
13409	ecce exiit qui seminat seminare			ecce exiit qui seminat seminare		FALSE
62954	et locutus est eis multa in parabolis dicens			et locutus est eis multa in parabolis dicens		FALSE
13410	et dum seminat quaedam ceciderunt secus viam et venerunt volucres et comederunt ea			et dum seminat quaedam ceciderunt secus uiam et uenerunt uolucres et comederunt ea		FALSE
13411	alia autem ceciderunt in petrosa ubi non habebat terram multam			alia autem ceciderunt in petrosa ubi non habebat terram multam		FALSE
13412	et continuo exorta sunt quia non habebant altitudinem terrae			et continuo exorta sunt quia non habebant altitudinem terrae		FALSE
13413	sole autem orto aestuaverunt et quia non habebant radicem aruerunt			sole autem orto aestuauerunt et quia non habebant radicem aruerunt		FALSE
13414	alia autem ceciderunt in spinas			alia autem ceciderunt in spinas		FALSE
13415	et creverunt spinae et suffocaverunt ea			et creuerunt spinae et suffocauerunt ea		FALSE
13416	alia vero ceciderunt in terram bonam et dabant fructum aliud centesimum aliud sexagesimum aliud tricesimum			alia uero ceciderunt in terram bonam et dabant fructum aliud centesimum aliud sexagesimum aliud tricesimum		FALSE
13418	qui habet aures audiendi audiat			qui habet aures audiendi audiat		FALSE
13419	et accedentes discipuli dixerunt ei			et accedentes discipuli dixerunt ei		FALSE
13420	quare in parabolis loqueris eis			quare in parabolis loqueris eis		FALSE
13421	qui respondens ait illis			qui respondens ait illis		FALSE
13422	quia vobis datum est nosse mysteria regni caelorum			quia uobis datum est nosse mysteria regni caelorum		FALSE
13423	illis autem non est datum			illis autem non est datum		FALSE
13424	qui enim habet dabitur ei et abundabit			qui enim habet dabitur ei et abundabit		FALSE
13425	qui autem non habet et quod habet auferetur ab eo			qui autem non habet et quod habet auferetur ab eo		FALSE
13426	ideo in parabolis loquor eis quia videntes non vident et audientes non audiunt ne que intellegunt			ideo in parabolis loquor eis quia uidentes non uident et audientes non audiunt neque intellegunt		FALSE
13428	et adimpletur eis prophetia Esaiae dicens			et adimpletur eis prophetia esaiae dicens		FALSE
13429	auditu audietis et non intellegetis			auditu audietis et non intellegetis		FALSE
13430	et videntes videbitis et non videbitis			et uidentes uidebitis et non uidebitis		FALSE
13431	incrassatum est enim cor populi huius et auribus graviter audierunt et oculos suos cluserunt nequando oculis videant et auribus audiant et corde intellegant et convertantur et sanem eos			incrassatum est enim cor populi huius et auribus grauiter audierunt et oculos suos cluserunt nequando oculis uideant et auribus audiant et corde intellegant et conuertantur et sanem eos		FALSE
13433	vestri autem beati oculi quia vident et aures vestrae quia audiunt			uestri autem beati oculi quia uident et aures uestrae quia audiunt		FALSE
13434	amen quippe dico vobis quia multi prophetae et iusti cupierunt videre quae videtis et non viderunt et audire quae auditis et non audierunt			amen quippe dico uobis quia multi prophetae et iusti cupierunt uidere quae uidetis et non uiderunt et audire quae auditis et non audierunt		FALSE
13436	vos ergo audite parabolam seminantis			uos ergo audite parabolam seminantis		FALSE
13437	omnis qui audit verbum regni et non intellegit venit malus et rapit quod seminatum est in corde eius			omnis qui audit uerbum regni et non intellegit uenit malus et rapit quod seminatum est in corde eius		FALSE
13438	hic est qui secus viam seminatus est			hic est qui secus uiam seminatus est		FALSE
13439	qui autem supra petrosa seminatus est hic est qui verbum audit et continuo cum gaudio accipit illud			qui autem supra petrosa seminatus est hic est qui uerbum audit et continuo cum gaudio accipit illud		FALSE
13440	non habet autem in se radicem sed est temporalis			non habet autem in se radicem sed est temporalis		FALSE
13441	facta autem tribulatione et persecutione propter verbum continuo scandalizatur			facta autem tribulatione et persecutione propter uerbum continuo scandalizatur		FALSE
13442	qui autem est seminatus in spinis hic est qui verbum audit et sollicitudo saeculi istius et fallacia divitiarum suffocat verbum et sine fructu efficitur			qui autem est seminatus in spinis hic est qui uerbum audit et sollicitudo saeculi istius et fallacia diuitiarum suffocat uerbum et sine fructu efficitur		FALSE
13443	qui vero in terra bona seminatus est hic est qui audit verbum et intellegit et fructum adfert et facit aliud quidem centum aliud autem sexaginta porro aliud triginta			qui uero in terra bona seminatus est hic est qui audit uerbum et intellegit et fructum adfert et facit aliud quidem centum aliud autem sexaginta porro aliud triginta		FALSE
13444	aliam parabolam proposuit illis dicens			aliam parabolam proposuit illis dicens		FALSE
13445	simile factum est regnum caelorum homini qui seminavit bonum semen in agro suo			simile factum est regnum caelorum homini qui seminauit bonum semen in agro suo		FALSE
13446	cum autem dormirent homines venit inimicus eius et superseminavit zizania in medio tritici et abiit			cum autem dormirent homines uenit inimicus eius et superseminauit zizania in medio tritici et abiit		FALSE
13447	cum autem crevisset herba et fructum fecisset tunc apparuerunt et zizania			cum autem creuisset herba et fructum fecisset tunc apparuerunt et zizania		FALSE
13448	accedentes autem servi patris familias dixerunt ei			accedentes autem serui patris familias dixerunt ei		FALSE
13449	domine nonne bonum semen seminasti in agro tuo			domine nonne bonum semen seminasti in agro tuo		FALSE
13450	unde ergo habet zizania			unde ergo habet zizania		FALSE
13451	et ait illis			et ait illis		FALSE
13452	inimicus homo hoc fecit			inimicus homo hoc fecit		FALSE
13453	servi autem dixerunt ei			serui autem dixerunt ei		FALSE
13454	vis imus et colligimus ea			uis imus et colligimus ea		FALSE
13455	et ait			et ait		FALSE
13456	non ne forte colligentes zizania eradicetis simul cum eis et triticum			non ne forte colligentes zizania eradicetis simul cum eis et triticum		FALSE
13458	sinite utraque crescere usque ad messem et in tempore messis dicam messoribus			sinite utraque crescere usque ad messem et in tempore messis dicam messoribus		FALSE
13459	colligite primum zizania et alligate ea fasciculos ad conburendum			colligite primum zizania et alligate ea fasciculos ad conburendum		FALSE
13460	triticum autem congregate in horreum meum			triticum autem congregate in horreum meum		FALSE
13461	aliam parabolam proposuit eis dicens			aliam parabolam proposuit eis dicens		FALSE
13462	simile est regnum caelorum grano sinapis quod accipiens homo seminavit in agro suo			simile est regnum caelorum grano sinapis quod accipiens homo seminauit in agro suo		FALSE
13463	quod minimum quidem est omnibus seminibus			quod minimum quidem est omnibus seminibus		FALSE
13464	cum autem creverit maius est omnibus holeribus et fit arbor ita ut volucres caeli veniant et habitent in ramis eius			cum autem creuerit maius est omnibus holeribus et fit arbor ita ut uolucres caeli ueniant et habitent in ramis eius		FALSE
13465	aliam parabolam locutus est eis			aliam parabolam locutus est eis		FALSE
13466	simile est regnum caelorum fermento quod acceptum mulier abscondit in farinae satis tribus donec fermentatum est totum			simile est regnum caelorum fermento quod acceptum mulier abscondit in farinae satis tribus donec fermentatum est totum		FALSE
13467	haec omnia locutus est Iesus in parabolis ad turbas et sine parabolis non loquebatur eis ut impleretur quod dictum erat per prophetam dicentem			haec omnia locutus est iesus in parabolis ad turbas et sine parabolis non loquebatur eis ut impleretur quod dictum erat per prophetam dicentem		FALSE
47531	aperiam in parabolis os meum			aperiam in parabolis os meum		FALSE
47532	eructabo abscondita a constitutione mundi			eructabo abscondita a constitutione mundi		FALSE
13471	tunc dimissis turbis venit in domum			tunc dimissis turbis uenit in domum		FALSE
13472	et accesserunt ad eum discipuli eius dicentes			et accesserunt ad eum discipuli eius dicentes		FALSE
62955	dissere nobis parabolam zizaniorum agri			dissere nobis parabolam zizaniorum agri		FALSE
13474	qui respondens ait			qui respondens ait		FALSE
13475	qui seminat bonum semen est Filius hominis			qui seminat bonum semen est filius hominis		FALSE
13476	ager autem est mundus			ager autem est mundus		FALSE
13477	bonum vero semen hii sunt filii regni			bonum uero semen hii sunt filii regni		FALSE
13478	zizania autem filii sunt nequam			zizania autem filii sunt nequam		FALSE
13479	inimicus autem qui seminavit ea est diabolus			inimicus autem qui seminauit ea est diabolus		FALSE
13480	messis vero consummatio saeculi est			messis uero consummatio saeculi est		FALSE
13481	messores autem angeli sunt			messores autem angeli sunt		FALSE
13482	sicut ergo colliguntur zizania et igni conburuntur sic erit in consummatione saeculi			sicut ergo colliguntur zizania et igni conburuntur sic erit in consummatione saeculi		FALSE
13484	mittet Filius hominis angelos suos et colligent de regno eius omnia scandala et eos qui faciunt iniquitatem			mittet filius hominis angelos suos et colligent de regno eius omnia scandala et eos qui faciunt iniquitatem		FALSE
13485	et mittent eos in caminum ignis			et mittent eos in caminum ignis		FALSE
13486	ibi erit fletus et stridor dentium			ibi erit fletus et stridor dentium		FALSE
13487	tunc iusti fulgebunt sicut sol in regno Patris eorum			tunc iusti fulgebunt sicut sol in regno patris eorum		FALSE
13488	qui habet aures audiat			qui habet aures audiat		FALSE
13489	simile est regnum caelorum thesauro abscondito in agro quem qui invenit homo abscondit			simile est regnum caelorum thesauro abscondito in agro quem qui inuenit homo abscondit		FALSE
62956	et prae gaudio illius vadit et vendit universa quae habet et emit agrum illum			et prae gaudio illius uadit et uendit uniuersa quae habet et emit agrum illum		FALSE
13491	iterum simile est regnum caelorum homini negotiatori quaerenti bonas margaritas			iterum simile est regnum caelorum homini negotiatori quaerenti bonas margaritas		FALSE
13492	inventa autem una pretiosa margarita abiit et vendidit omnia quae habuit et emit eam			inuenta autem una pretiosa margarita abiit et uendidit omnia quae habuit et emit eam		FALSE
13493	iterum simile est regnum caelorum sagenae missae in mare et ex omni genere congreganti			iterum simile est regnum caelorum sagenae missae in mare et ex omni genere congreganti		FALSE
47533	quam cum impleta esset educentes et secus litus sedentes elegerunt bonos in vasa			quam cum impleta esset educentes et secus litus sedentes elegerunt bonos in uasa		FALSE
47534	malos autem foras miserunt			malos autem foras miserunt		FALSE
13495	sic erit in consummatione saeculi			sic erit in consummatione saeculi		FALSE
13496	exibunt angeli et separabunt malos de medio iustorum et mittent eos in caminum ignis			exibunt angeli et separabunt malos de medio iustorum et mittent eos in caminum ignis		FALSE
13497	ibi erit fletus et stridor dentium			ibi erit fletus et stridor dentium		FALSE
13498	intellexistis haec omnia			intellexistis haec omnia		FALSE
13499	dicunt ei			dicunt ei		FALSE
13500	etiam			etiam		FALSE
13501	ait illis			ait illis		FALSE
13502	ideo omnis scriba doctus in regno caelorum similis est homini patri familias qui profert de thesauro suo nova et vetera			ideo omnis scriba doctus in regno caelorum similis est homini patri familias qui profert de thesauro suo noua et uetera		FALSE
13503	et factum est cum consummasset Iesus parabolas istas transiit inde			et factum est cum consummasset iesus parabolas istas transiit inde		FALSE
13504	et veniens in patriam suam docebat eos in synagogis eorum ita ut mirarentur et dicerent			et ueniens in patriam suam docebat eos in synagogis eorum ita ut mirarentur et dicerent		FALSE
13505	unde huic sapientia haec et virtutes			unde huic sapientia haec et uirtutes		FALSE
13506	nonne hic est fabri filius			nonne hic est fabri filius		FALSE
13507	nonne mater eius dicitur Maria et fratres eius Iacobus et Ioseph et Simon et Iudas			nonne mater eius dicitur maria et fratres eius iacobus et ioseph et simon et iudas		FALSE
13508	et sorores eius nonne omnes apud nos sunt			et sorores eius nonne omnes apud nos sunt		FALSE
13509	unde ergo huic omnia ista			unde ergo huic omnia ista		FALSE
13510	et scandalizabantur in eo			et scandalizabantur in eo		FALSE
13511	Iesus autem dixit eis			iesus autem dixit eis		FALSE
13512	non est propheta sine honore nisi in patria sua et in domo sua			non est propheta sine honore nisi in patria sua et in domo sua		FALSE
13513	et non fecit ibi virtutes multas propter incredulitatem illorum			et non fecit ibi uirtutes multas propter incredulitatem illorum		FALSE
13514	in illo tempore audiit Herodes tetrarcha famam Iesu			in illo tempore audiit herodes tetrarcha famam iesu		FALSE
13515	et ait pueris suis			et ait pueris suis		FALSE
13516	hic est Iohannes Baptista			hic est iohannes baptista		FALSE
13517	ipse surrexit a mortuis et ideo virtutes inoperantur in eo			ipse surrexit a mortuis et ideo uirtutes inoperantur in eo		FALSE
13518	Herodes enim tenuit Iohannem et alligavit eum			herodes enim tenuit iohannem et alligauit eum		FALSE
13519	et posuit in carcere propter Herodiadem uxorem fratris sui			et posuit in carcere propter herodiadem uxorem fratris sui		FALSE
13520	dicebat enim illi Iohannes			dicebat enim illi iohannes		FALSE
13521	non licet tibi habere eam			non licet tibi habere eam		FALSE
13522	et volens illum occidere timuit populum quia sicut prophetam eum habebant			et uolens illum occidere timuit populum quia sicut prophetam eum habebant		FALSE
13524	die autem natalis Herodis saltavit filia Herodiadis in medio et placuit Herodi			die autem natalis herodis saltauit filia herodiadis in medio et placuit herodi		FALSE
13525	unde cum iuramento pollicitus est ei dare quodcumque postulasset ab eo			unde cum iuramento pollicitus est ei dare quodcumque postulasset ab eo		FALSE
13526	at illa praemonita a matre sua da mihi inquit hic in disco caput Iohannis Baptistae			at illa praemonita a matre sua da mihi inquit hic in disco caput iohannis baptistae		FALSE
13528	et contristatus est rex			et contristatus est rex		FALSE
13529	propter iuramentum autem et eos qui pariter recumbebant iussit dari			propter iuramentum autem et eos qui pariter recumbebant iussit dari		FALSE
13530	misit que et decollavit Iohannem in carcere			misitque et decollauit iohannem in carcere		FALSE
13531	et adlatum est caput eius in disco et datum est puellae et tulit matri suae			et adlatum est caput eius in disco et datum est puellae et tulit matri suae		FALSE
13532	et accedentes discipuli eius tulerunt corpus et sepelierunt illud			et accedentes discipuli eius tulerunt corpus et sepelierunt illud		FALSE
13533	et venientes nuntiaverunt Iesu			et uenientes nuntiauerunt iesu		FALSE
13534	quod cum audisset Iesus secessit inde in navicula in locum desertum seorsum			quod cum audisset iesus secessit inde in nauicula in locum desertum seorsum		FALSE
13535	et cum audissent turbae secutae sunt eum pedestres de civitatibus			et cum audissent turbae secutae sunt eum pedestres de ciuitatibus		FALSE
13536	et exiens vidit turbam multam et misertus est eius et curavit languidos eorum			et exiens uidit turbam multam et misertus est eius et curauit languidos eorum		FALSE
13537	vespere autem facto accesserunt ad eum discipuli eius dicentes			uespere autem facto accesserunt ad eum discipuli eius dicentes		FALSE
13538	desertus est locus et hora iam praeteriit			desertus est locus et hora iam praeteriit		FALSE
13539	dimitte turbas ut euntes in castella emant sibi escas			dimitte turbas ut euntes in castella emant sibi escas		FALSE
13540	Iesus autem dixit eis			iesus autem dixit eis		FALSE
13541	non habent necesse ire			non habent necesse ire		FALSE
13542	date illis vos manducare			date illis uos manducare		FALSE
13543	responderunt ei			responderunt ei		FALSE
13544	non habemus hic nisi quinque panes et duos pisces			non habemus hic nisi quinque panes et duos pisces		FALSE
13545	qui ait eis			qui ait eis		FALSE
13546	adferte illos mihi huc			adferte illos mihi huc		FALSE
13547	et cum iussisset turbam discumbere supra faenum acceptis quinque panibus et duobus piscibus aspiciens in caelum benedixit et fregit et dedit discipulis panes discipuli autem turbis			et cum iussisset turbam discumbere supra faenum acceptis quinque panibus et duobus piscibus aspiciens in caelum benedixit et fregit et dedit discipulis panes discipuli autem turbis		FALSE
13548	et manducaverunt omnes et saturati sunt			et manducauerunt omnes et saturati sunt		FALSE
13549	et tulerunt reliquias duodecim cofinos fragmentorum plenos			et tulerunt reliquias duodecim cofinos fragmentorum plenos		FALSE
13550	manducantium autem fuit numerus quinque milia virorum exceptis mulieribus et parvulis			manducantium autem fuit numerus quinque milia uirorum exceptis mulieribus et paruulis		FALSE
13551	et statim iussit discipulos ascendere in navicula et praecedere eum trans fretum donec dimitteret turbas			et statim iussit discipulos ascendere in nauicula et praecedere eum trans fretum donec dimitteret turbas		FALSE
13552	et dimissa turba ascendit in montem solus orare			et dimissa turba ascendit in montem solus orare		FALSE
13553	vespere autem facto solus erat ibi			uespere autem facto solus erat ibi		FALSE
13554	navicula autem in medio mari iactabatur fluctibus			nauicula autem in medio mari iactabatur fluctibus		FALSE
13555	erat enim contrarius ventus			erat enim contrarius uentus		FALSE
13556	quarta autem vigilia noctis venit ad eos ambulans supra mare			quarta autem uigilia noctis uenit ad eos ambulans supra mare		FALSE
13557	et videntes eum supra mare ambulantem turbati sunt dicentes quia			et uidentes eum supra mare ambulantem turbati sunt dicentes quia		FALSE
13558	fantasma est			fantasma est		FALSE
13559	et prae timore clamaverunt			et prae timore clamauerunt		FALSE
13560	statim que Iesus locutus est eis dicens			statimque iesus locutus est eis dicens		FALSE
13561	habete fiduciam			habete fiduciam		FALSE
47535	ego sum			ego sum		FALSE
47536	nolite timere			nolite timere		FALSE
13563	respondens autem Petrus dixit			respondens autem petrus dixit		FALSE
13564	Domine si tu es iube me venire ad te super aquas			domine si tu es iube me uenire ad te super aquas		FALSE
13565	at ipse ait			at ipse ait		FALSE
13566	veni			ueni		FALSE
13567	et descendens Petrus de navicula ambulabat super aquam ut veniret ad Iesum			et descendens petrus de nauicula ambulabat super aquam ut ueniret ad iesum		FALSE
13568	videns vero ventum validum timuit			uidens uero uentum ualidum timuit		FALSE
13569	et cum coepisset mergi clamavit dicens			et cum coepisset mergi clamauit dicens		FALSE
13570	Domine salvum me fac			domine saluum me fac		FALSE
13571	et continuo Iesus extendens manum adprehendit eum			et continuo iesus extendens manum adprehendit eum		FALSE
13572	et ait illi			et ait illi		FALSE
13573	modicae fidei quare dubitasti			modicae fidei quare dubitasti		FALSE
13574	et cum ascendissent in naviculam cessavit ventus			et cum ascendissent in nauiculam cessauit uentus		FALSE
13575	qui autem in navicula erant venerunt et adoraverunt eum dicentes			qui autem in nauicula erant uenerunt et adorauerunt eum dicentes		FALSE
13576	vere Filius Dei es			uere filius dei es		FALSE
13577	et cum transfretassent venerunt in terram Gennesar			et cum transfretassent uenerunt in terram gennesar		FALSE
13578	et cum cognovissent eum viri loci illius miserunt in universam regionem illam et obtulerunt ei omnes male habentes			et cum cognouissent eum uiri loci illius miserunt in uniuersam regionem illam et obtulerunt ei omnes male habentes		FALSE
13579	et rogabant eum ut vel fimbriam vestimenti eius tangerent			et rogabant eum ut uel fimbriam uestimenti eius tangerent		FALSE
13580	et quicumque tetigerunt salvi facti sunt			et quicumque tetigerunt salui facti sunt		FALSE
13581	tunc accesserunt ad eum ab Hierosolymis scribae et Pharisaei dicentes			tunc accesserunt ad eum ab hierosolymis scribae et pharisaei dicentes		FALSE
13582	quare discipuli tui transgrediuntur traditionem seniorum			quare discipuli tui transgrediuntur traditionem seniorum		FALSE
13583	non enim lavant manus suas cum panem manducant			non enim lauant manus suas cum panem manducant		FALSE
13584	ipse autem respondens ait illis			ipse autem respondens ait illis		FALSE
13585	quare et vos transgredimini mandatum Dei propter traditionem vestram			quare et uos transgredimini mandatum dei propter traditionem uestram		FALSE
13586	nam Deus dixit			nam deus dixit		FALSE
13587	honora patrem et matrem			honora patrem et matrem		FALSE
13588	et qui maledixerit patri vel matri morte moriatur			et qui maledixerit patri uel matri morte moriatur		FALSE
13589	vos autem dicitis			uos autem dicitis		FALSE
13590	quicumque dixerit patri vel matri			quicumque dixerit patri uel matri		FALSE
13591	munus quodcumque est ex me tibi proderit			munus quodcumque est ex me tibi proderit		FALSE
13592	et non honorificabit patrem suum aut matrem			et non honorificabit patrem suum aut matrem		FALSE
13593	et irritum fecistis mandatum Dei propter traditionem vestram			et irritum fecistis mandatum dei propter traditionem uestram		FALSE
13594	hypocritae bene prophetavit de vobis Esaias dicens			hypocritae bene prophetauit de uobis esaias dicens		FALSE
13595	populus hic labiis me honorat			populus hic labiis me honorat		FALSE
13596	cor autem eorum longe est a me			cor autem eorum longe est a me		FALSE
13597	sine causa autem colunt me docentes doctrinas mandata hominum			sine causa autem colunt me docentes doctrinas mandata hominum		FALSE
13598	et convocatis ad se turbis dixit eis			et conuocatis ad se turbis dixit eis		FALSE
13599	audite et intellegite			audite et intellegite		FALSE
13600	non quod intrat in os coinquinat hominem			non quod intrat in os coinquinat hominem		FALSE
13601	sed quod procedit ex ore hoc coinquinat hominem			sed quod procedit ex ore hoc coinquinat hominem		FALSE
13602	tunc accedentes discipuli eius dixerunt ei			tunc accedentes discipuli eius dixerunt ei		FALSE
13603	scis quia Pharisaei audito verbo scandalizati sunt			scis quia pharisaei audito uerbo scandalizati sunt		FALSE
13604	at ille respondens ait			at ille respondens ait		FALSE
13605	omnis plantatio quam non plantavit Pater meus caelestis eradicabitur			omnis plantatio quam non plantauit pater meus caelestis eradicabitur		FALSE
13606	sinite illos			sinite illos		FALSE
47537	caeci sunt duces caecorum			caeci sunt duces caecorum		FALSE
47538	caecus autem si caeco ducatum praestet ambo in foveam cadunt			caecus autem si caeco ducatum praestet ambo in foueam cadunt		FALSE
13608	respondens autem Petrus dixit ei			respondens autem petrus dixit ei		FALSE
13609	edissere nobis parabolam istam			edissere nobis parabolam istam		FALSE
13610	at ille dixit			at ille dixit		FALSE
13611	adhuc et vos sine intellectu estis			adhuc et uos sine intellectu estis		FALSE
13612	non intellegitis quia omne quod in os intrat in ventrem vadit et in secessum emittitur			non intellegitis quia omne quod in os intrat in uentrem uadit et in secessum emittitur		FALSE
13613	quae autem procedunt de ore de corde exeunt et ea coinquinant hominem			quae autem procedunt de ore de corde exeunt et ea coinquinant hominem		FALSE
13614	de corde enim exeunt cogitationes malae homicidia adulteria fornicationes furta falsa testimonia blasphemiae			de corde enim exeunt cogitationes malae homicidia adulteria fornicationes furta falsa testimonia blasphemiae		FALSE
13615	haec sunt quae coinquinant hominem			haec sunt quae coinquinant hominem		FALSE
13616	non lotis autem manibus manducare non coinquinat hominem			non lotis autem manibus manducare non coinquinat hominem		FALSE
13617	et egressus inde Iesus secessit in partes Tyri et Sidonis			et egressus inde iesus secessit in partes tyri et sidonis		FALSE
13618	et ecce mulier chananea a finibus illis egressa clamavit dicens ei			et ecce mulier chananea a finibus illis egressa clamauit dicens ei		FALSE
13619	miserere mei Domine Fili David			miserere mei domine fili dauid		FALSE
13620	filia mea male a daemonio vexatur			filia mea male a daemonio uexatur		FALSE
13621	qui non respondit ei verbum			qui non respondit ei uerbum		FALSE
13622	et accedentes discipuli eius rogabant eum dicentes			et accedentes discipuli eius rogabant eum dicentes		FALSE
13623	dimitte eam quia clamat post nos			dimitte eam quia clamat post nos		FALSE
13625	ipse autem respondens ait			ipse autem respondens ait		FALSE
13626	non sum missus nisi ad oves quae perierunt domus Israhel			non sum missus nisi ad oues quae perierunt domus israhel		FALSE
13627	at illa venit et adoravit eum dicens			at illa uenit et adorauit eum dicens		FALSE
13628	Domine adiuva me			domine adiuua me		FALSE
13629	qui respondens ait			qui respondens ait		FALSE
13630	non est bonum sumere panem filiorum et mittere canibus			non est bonum sumere panem filiorum et mittere canibus		FALSE
13631	at illa dixit			at illa dixit		FALSE
13632	etiam Domine			etiam domine		FALSE
13633	nam et catelli edunt de micis quae cadunt de mensa dominorum suorum			nam et catelli edunt de micis quae cadunt de mensa dominorum suorum		FALSE
13634	tunc respondens Iesus ait illi			tunc respondens iesus ait illi		FALSE
13635	o mulier magna est fides tua			o mulier magna est fides tua		FALSE
13636	fiat tibi sicut vis			fiat tibi sicut uis		FALSE
13637	et sanata est filia illius ex illa hora			et sanata est filia illius ex illa hora		FALSE
13638	et cum transisset inde Iesus venit secus mare Galilaeae			et cum transisset inde iesus uenit secus mare galilaeae		FALSE
13639	et ascendens in montem sedebat ibi			et ascendens in montem sedebat ibi		FALSE
13640	et accesserunt ad eum turbae multae habentes se cum mutos clodos caecos debiles et alios multos			et accesserunt ad eum turbae multae habentes se cum mutos clodos caecos debiles et alios multos		FALSE
13641	et proiecerunt eos ad pedes eius			et proiecerunt eos ad pedes eius		FALSE
62959	et curavit eos ita ut turbae mirarentur videntes mutos loquentes clodos ambulantes caecos videntes			et curauit eos ita ut turbae mirarentur uidentes mutos loquentes clodos ambulantes caecos uidentes		FALSE
13642	et magnificabant Deum Israhel			et magnificabant deum israhel		FALSE
13643	Iesus autem convocatis discipulis suis dixit			iesus autem conuocatis discipulis suis dixit		FALSE
13644	misereor turbae quia triduo iam perseverant me cum et non habent quod manducent			misereor turbae quia triduo iam perseuerant me cum et non habent quod manducent		FALSE
13645	et dimittere eos ieiunos nolo ne deficiant in via			et dimittere eos ieiunos nolo ne deficiant in uia		FALSE
13646	et dicunt ei discipuli			et dicunt ei discipuli		FALSE
13647	unde ergo nobis in deserto panes tantos ut saturemus turbam tantam			unde ergo nobis in deserto panes tantos ut saturemus turbam tantam		FALSE
13648	et ait illis Iesus			et ait illis iesus		FALSE
13649	quot panes habetis			quot panes habetis		FALSE
13650	at illi dixerunt			at illi dixerunt		FALSE
13651	septem et paucos pisciculos			septem et paucos pisciculos		FALSE
13652	et praecepit turbae ut discumberet super terram			et praecepit turbae ut discumberet super terram		FALSE
13653	et accipiens septem panes et pisces et gratias agens fregit et dedit discipulis suis et discipuli dederunt populo			et accipiens septem panes et pisces et gratias agens fregit et dedit discipulis suis et discipuli dederunt populo		FALSE
13654	et comederunt omnes et saturati sunt			et comederunt omnes et saturati sunt		FALSE
13655	et quod superfuit de fragmentis tulerunt septem sportas plenas			et quod superfuit de fragmentis tulerunt septem sportas plenas		FALSE
13656	erant autem qui manducaverant quattuor milia hominum extra parvulos et mulieres			erant autem qui manducauerant quattuor milia hominum extra paruulos et mulieres		FALSE
13657	et dimissa turba ascendit in naviculam			et dimissa turba ascendit in nauiculam		FALSE
13658	et venit in fines Magedan			et uenit in fines magedan		FALSE
13659	et accesserunt ad eum Pharisaei et Sadducaei temptantes			et accesserunt ad eum pharisaei et sadducaei temptantes		FALSE
13660	et rogaverunt eum ut signum de caelo ostenderet eis			et rogauerunt eum ut signum de caelo ostenderet eis		FALSE
13661	at ille respondens ait eis			at ille respondens ait eis		FALSE
13662	facto vespere dicitis			facto uespere dicitis		FALSE
13663	serenum erit			serenum erit		FALSE
62927	rubicundum est enim caelum			rubicundum est enim caelum		FALSE
13664	et mane			et mane		FALSE
47539	hodie tempestas			hodie tempestas		FALSE
47540	rutilat enim triste caelum			rutilat enim triste caelum		FALSE
13666	faciem ergo caeli diiudicare nostis			faciem ergo caeli diiudicare nostis		FALSE
13667	signa autem temporum non potestis			signa autem temporum non potestis		FALSE
13668	generatio mala et adultera signum quaerit			generatio mala et adultera signum quaerit		FALSE
13669	et signum non dabitur ei nisi signum Ionae			et signum non dabitur ei nisi signum ionae		FALSE
13670	et relictis illis abiit			et relictis illis abiit		FALSE
13671	et cum venissent discipuli eius trans fretum obliti sunt panes accipere			et cum uenissent discipuli eius trans fretum obliti sunt panes accipere		FALSE
13672	qui dixit illis			qui dixit illis		FALSE
13673	intuemini et cavete a fermento Pharisaeorum et Sadducaeorum			intuemini et cauete a fermento pharisaeorum et sadducaeorum		FALSE
13674	at illi cogitabant inter se dicentes quia			at illi cogitabant inter se dicentes quia		FALSE
13675	panes non accepimus			panes non accepimus		FALSE
13676	sciens autem Iesus dixit			sciens autem iesus dixit		FALSE
13677	quid cogitatis inter vos modicae fidei quia panes non habetis			quid cogitatis inter uos modicae fidei quia panes non habetis		FALSE
13678	nondum intellegitis ne que recordamini quinque panum quinque milium hominum et quot cofinos sumpsistis			nondum intellegitis neque recordamini quinque panum quinque milium hominum et quot cofinos sumpsistis		FALSE
13679	ne que septem panum quattuor milium hominum et quot sportas sumpsistis			neque septem panum quattuor milium hominum et quot sportas sumpsistis		FALSE
13680	quare non intellegitis quia non de pane dixi vobis			quare non intellegitis quia non de pane dixi uobis		FALSE
13681	cavete a fermento Pharisaeorum et Sadducaeorum			cauete a fermento pharisaeorum et sadducaeorum		FALSE
13682	tunc intellexerunt quia non dixerit cavendum a fermento panum sed a doctrina Pharisaeorum et Sadducaeorum			tunc intellexerunt quia non dixerit cauendum a fermento panum sed a doctrina pharisaeorum et sadducaeorum		FALSE
13683	venit autem Iesus in partes Caesareae Philippi			uenit autem iesus in partes caesareae philippi		FALSE
13684	et interrogabat discipulos suos dicens			et interrogabat discipulos suos dicens		FALSE
13685	quem dicunt homines esse Filium hominis			quem dicunt homines esse filium hominis		FALSE
13686	at illi dixerunt			at illi dixerunt		FALSE
13687	alii Iohannem Baptistam alii autem Heliam alii vero Hieremiam aut unum ex prophetis			alii iohannem baptistam alii autem heliam alii uero hieremiam aut unum ex prophetis		FALSE
13688	dicit illis			dicit illis		FALSE
13689	vos autem quem me esse dicitis			uos autem quem me esse dicitis		FALSE
13690	respondens Simon Petrus dixit			respondens simon petrus dixit		FALSE
