sentence_id	sentence	ref	sent_order
86492	Ut enim pulchritudo corporis apta compositione membrorum movet oculos et delectat hoc ipso quod inter se omnes partes cum quodam lepore consentiunt sic hoc decorum quod elucet in vita movet approbationem eorum quibus cum vivitur ordine et constantia et moderatione dictorum omnium atque factorum	Cic.Off.1.98	5846
86493	Adhibenda est igitur quaedam reverentia adversus homines et optimi cuiusque et reliquorum	Cic.Off.1.99	5847
86494	Nam neglegere quid de se quisque sentiat non solum arrogantis est sed etiam omnino dissoluti	Cic.Off.1.99	5848
86495	Est autem quod differat in hominum ratione habenda inter iustitiam et verecundiam	Cic.Off.1.99	5849
86496	Iustitiae partes sunt non violare homines verecundiae non offendere	Cic.Off.1.99	5850
86497	in quo maxime vis perspicitur decori	Cic.Off.1.99	5851
86498	His igitur expositis quale sit id quod decere dicimus intellectum puto	Cic.Off.1.99	5852
86499	Officium autem quod ab eo ducitur hanc primum habet viam quae deducit ad convenientiam conservationem que naturae	Cic.Off.1.100	5853
86500	quam si sequemur ducem numquam aberrabimus sequemur que et id quod acutum et perspicax natura est et id quod ad hominum consociationem accommodatum et id quod vehemens atque forte	Cic.Off.1.100	5854
86501	Sed maxima vis decori in hac inest parte de qua disputamus	Cic.Off.1.100	5855
86503	Duplex est enim vis animorum atque natura	Cic.Off.1.101	5856
86504	una pars in appetitu posita est quae est ὁρμή Graece quae hominem huc et illuc rapit altera in ratione quae docet et explanat quid faciendum fugiendum que sit	Cic.Off.1.101	5857
86505	Ita fit ut ratio praesit appetitus obtemperet	Cic.Off.1.101	5858
86506	Omnis autem actio vacare debet temeritate et neglegentia ne c vero agere quicquam cuius non possit causam probabilem reddere	Cic.Off.1.101	5859
86507	haec est enim fere discriptio officii	Cic.Off.1.101	5860
86508	Efficiendum autem est ut appetitus rationi oboediant eam que ne que praecurrant ne c propter pigritiam aut ignaviam deserant sint que tranquilli atque omni animi perturbatione careant	Cic.Off.1.102	5861
86509	ex quo elucebit omnis constantia omnis que moderatio	Cic.Off.1.102	5862
86510	Nam qui appetitus longius evagantur et tamquam exsultantes sive cupiendo sive fugiendo non satis a ratione retinentur ii sine dubio finem et modum transeunt	Cic.Off.1.102	5863
86511	relinquunt enim et abiciunt oboedientiam ne c rationi parent cui sunt subiecti lege naturae	Cic.Off.1.102	5864
86512	a quibus non modo animi perturbantur sed etiam corpora	Cic.Off.1.102	5865
86513	Licet ora ipsa cernere iratorum aut eorum qui aut libidine aliqua aut metu commoti sunt aut voluptate nimia gestiunt	Cic.Off.1.102	5866
86514	quorum omnium voltus voces motus status que mutantur	Cic.Off.1.102	5867
86515	Ex quibus illud intellegitur ut ad officii formam revertamur appetitus omnes contrahendos sedandos que esse excitandam que animadversionem et diligentiam ut ne quid temere ac fortuito inconsiderate neglegenter que agamus	Cic.Off.1.103	5868
86516	Ne que enim ita generati a natura sumus ut ad ludum et iocum facti esse videamur ad severitatem potius et ad quaedam studia graviora atque maiora	Cic.Off.1.103	5869
86517	Ludo autem et ioco uti illo quidem licet sed sicut somno et quietibus ceteris tum cum gravibus seriis que rebus satis fecerimus	Cic.Off.1.103	5870
86518	Ipsum que genus iocandi non profusum ne c immodestum sed ingenuum et facetum esse debet	Cic.Off.1.103	5871
86519	Ut enim pueris non omnem ludendi licentiam damus sed eam quae ab honestatis actionibus non sit aliena sic in ipso ioco aliquod probi ingenii lumen eluceat	Cic.Off.1.103	5872
86520	Duplex omnino est iocandi genus	Cic.Off.1.104	5873
88154	unum illiberale petulans flagitiosum obscenum	Cic.Off.1.104	5874
88155	alterum elegans urbanum ingeniosum facetum	Cic.Off.1.104	5875
86521	Quo genere non modo Plautus noster et Atticorum antiqua comoedia sed etiam philosophorum Socraticorum libri referti sunt multa que multorum facete dicta ut ea quae a sene Catone collecta sunt quae vocant ἀποφθέγματα	Cic.Off.1.104	5876
86522	Facilis igitur est distinctio ingenui et illiberalis ioci	Cic.Off.1.104	5877
86523	Alter est si tempore fit ut si remisso animo gravissimo homine dignus alter ne libero quidem si rerum turpitudini adhibetur verborum obscenitas	Cic.Off.1.104	5878
86524	Ludendi etiam est quidam modus retinendus ut ne nimis omnia profundamus elati que voluptate in aliquam turpitudinem delabamur	Cic.Off.1.104	5879
86525	Suppeditant autem et campus noster et studia venandi honesta exempla ludendi	Cic.Off.1.104	5880
86526	Sed pertinet ad omnem officii quaestionem semper in promptu habere quantum natura hominis pecudibus reliquis que beluis antecedat	Cic.Off.1.105	5881
86527	illae nihil sentiunt nisi voluptatem ad eam que feruntur omni impetu	Cic.Off.1.105	5882
88156	hominis autem mens discendo alitur et cogitando	Cic.Off.1.105	5883
225214	semper aliquid aut anquirit aut agit videndi que et audiendi delectatione ducitur	Cic.Off.1.105	5884
86528	Quin etiam si quis est paulo ad voluptates propensior modo ne sit ex pecudum genere sunt enim quidam homines non re sed nomine sed si quis est paulo erectior quamvis voluptate capiatur occultat et dissimulat appetitum voluptatis propter verecundiam	Cic.Off.1.105	5885
86529	Ex quo intellegitur corporis voluptatem non satis esse dignam hominis praestantia eam que contemni et reici oportere	Cic.Off.1.106	5886
86530	sin sit quispiam qui aliquid tribuat voluptati diligenter ei tenendum esse eius fruendae modum	Cic.Off.1.106	5887
86531	Itaque victus cultus que corporis ad valetudinem referatur et ad vires non ad voluptatem	Cic.Off.1.106	5888
86533	Intellegendum etiam est duabus quasi nos a natura indutos esse personis	Cic.Off.1.107	5889
86534	quarum una communis est ex eo quod omnes participes sumus rationis praestantiae que eius qua antecellimus bestiis a qua omne honestum decorum que trahitur et ex qua ratio inveniendi officii exquiritur altera autem quae proprie singulis est tributa	Cic.Off.1.107	5890
86535	Ut enim in corporibus magnae dissimilitudines sunt alios videmus velocitate ad cursum alios viribus ad luctandum valere itemque in formis aliis dignitatem inesse aliis venustatem sic in animis exsistunt maiores etiam varietates	Cic.Off.1.107	5891
86536	Erat in Lucio Crasso in Lucio Philippo multus lepos maior etiam magis que de industria in Gaio Caesare Luci filio	Cic.Off.1.108	5892
86541	at isdem temporibus in Marco Scauro et in Marco Druso adulescente singularis severitas in Gaio Laelio multa hilaritas in eius familiari Scipione ambitio maior vita tristior	Cic.Off.1.108	5893
86545	De Graecis autem dulcem et facetum festivi que sermonis atque in omni oratione simulatorem quem εἴρωνα Graeci nominarunt Socratem accepimus contra Pythagoram et Periclem summam auctoritatem consecutos sine ulla hilaritate	Cic.Off.1.108	5894
86546	Callidum Hannibalem ex Poenorum ex nostris ducibus Quintum Maximum accepimus facile celare tacere dissimulare insidiari praeripere hostium consilia	Cic.Off.1.108	5895
86548	In quo genere Graeci Themistoclem et Pheraeum Iasonem ceteris anteponunt	Cic.Off.1.108	5896
86549	in primis que versutum et callidum factum Solonis qui quo et tutior eius vita esset et plus aliquanto rei publicae prodesset furere se simulavit	Cic.Off.1.108	5897
86550	Sunt his alii multum dispares simplices et aperti qui nihil ex occulto nihil de insidiis agendum putant veritatis cultores fraudis inimici item que alii qui quidvis perpetiantur cuivis deserviant dum quod velint consequantur ut Sullam et Marcum Crassum videbamus	Cic.Off.1.109	5898
86553	Quo in genere versutissimum et patientissimum Lacedaemonium Lysandrum accepimus contra que Callicratidam qui praefectus classis proximus post Lysandrum fuit	Cic.Off.1.109	5899
86554	item que in sermonibus alium quamvis praepotens sit efficere ut unus de multis esse videatur	Cic.Off.1.109	5900
86555	quod in Catulo et in patre et in filio item que in Quinto Mucio vidimus	Cic.Off.1.109	5901
86557	Audivi ex maioribus natu hoc idem fuisse in Publio Scipione Nasica contra que patrem eius illum qui Tiberi Gracchi conatus perditos vindicavit nullam comitatem habuisse sermonis ob eam que rem ipsam magnum et clarum fuisse	Cic.Off.1.109	5902
86560	Innumerabiles aliae dissimilitudines sunt naturae morum que minime tamen vituperandorum	Cic.Off.1.109	5903
86561	Admodum autem tenenda sunt sua cuique non vitiosa sed tamen propria quo facilius decorum illud quod quaerimus retineatur	Cic.Off.1.110	5904
86562	Sic enim est faciendum ut contra universam naturam nihil contendamus ea tamen conservata propriam nostram sequamur ut etiamsi sint alia graviora atque meliora tamen nos studia nostra nostrae naturae regula metiamur	Cic.Off.1.110	5905
86563	ne que enim attinet naturae repugnare ne c quicquam sequi quod assequi non queas	Cic.Off.1.110	5906
86564	Ex quo magis emergit quale sit decorum illud ideo quia nihil decet invita Minerva ut aiunt id est adversante et repugnante natura	Cic.Off.1.110	5907
86565	Omnino si quicquam est decorum nihil est profecto magis quam aequabilitas cum universae vitae tum singularum actionum quam conservare non possis si aliorum naturam imitans omittas tuam	Cic.Off.1.111	5908
86566	Ut enim sermone eo debemus uti qui innatus est nobis ne ut quidam Graeca verba inculcantes iure optimo rideamur sic in actiones omnem que vitam nullam discrepantiam conferre debemus	Cic.Off.1.111	5909
86567	Atque haec differentia naturarum tantam habet vim ut non numquam mortem sibi ipse consciscere alius debeat alius non debeat	Cic.Off.1.112	5910
86568	Num enim alia in causa Marcus Cato fuit alia ceteri qui se in Africa Caesari tradiderunt	Cic.Off.1.112	5911
86571	Quam multa passus est Ulixes in illo errore diuturno cum et mulieribus si Circe et Calypso mulieres appellandae sunt inserviret et in omni sermone omnibus affabilem esse se vellet	Cic.Off.1.113	5912
88163	domi vero etiam contumelias servorum ancillarum que pertulit ut ad id aliquando quod cupiebat veniret	Cic.Off.1.113	5913
86572	At Aiax quo animo traditur milies oppetere mortem quam illa perpeti maluisset	Cic.Off.1.113	5914
86573	Quae contemplantes expendere oportebit quid quisque habeat sui ea que moderari ne c velle experiri quam se aliena deceant	Cic.Off.1.113	5915
86574	id enim maxime quemque decet quod est cuiusque maxime suum	Cic.Off.1.113	5916
86591	Quidam autem ad eas laudes quas a patribus acceperunt addunt aliquam suam ut hic idem Africanus eloquentia cumulavit bellicam gloriam	Cic.Off.1.116	5917
86669	Sed cum orationis indicem vocem habeamus in voce autem duo sequamur ut clara sit ut suavis	Cic.Off.1.133	5918
88192	utrumque omnino a natura petundum est	Cic.Off.1.133	5919
88193	verum alterum exercitatio augebit alterum imitatio presse loquentium et leniter	Cic.Off.1.133	5920
86670	Nihil fuit in Catulis ut eos exquisite iudicio putares uti litterarum quamquam erant litterati	Cic.Off.1.133	5921
86671	sed et alii	Cic.Off.1.133	5922
86672	hi autem optime uti lingua Latina putabantur	Cic.Off.1.133	5923
86674	Uberior oratio L Crassi ne c minus faceta sed bene loquendi de Catulis opinio non minor	Cic.Off.1.133	5924
86678	Sit ergo hic sermo in quo Socratici maxime excellunt lenis minime que pertinax insit in eo lepos	Cic.Off.1.134	5925
86679	ne c vero tamquam in possessionem suam venerit excludat alios sed cum reliquis in rebus tum in sermone communi vicissitudinem non iniquam putet	Cic.Off.1.134	5926
86680	ac videat in primis quibus de rebus loquatur	Cic.Off.1.134	5927
86681	si seriis severitatem adhibeat si iocosis leporem	Cic.Off.1.134	5928
86682	in primis que provideat ne sermo vitium aliquod indicet inesse in moribus	Cic.Off.1.134	5929
86683	quod maxime tum solet evenire cum studiose de absentibus detrahendi causa aut per ridiculum aut severe maledice contumeliose que dicitur	Cic.Off.1.134	5930
86684	Habentur autem plerumque sermones aut de domesticis negotiis aut de re publica aut de artium studiis atque doctrina	Cic.Off.1.135	5931
86685	Danda igitur opera est ut etiamsi aberrare ad alia coeperit ad haec revocetur oratio sed utcumque aderunt	Cic.Off.1.135	5932
86686	ne que enim isdem de rebus ne c omni tempore ne c similiter delectamur	Cic.Off.1.135	5933
86687	Animadvertendum est etiam quatenus sermo delectationem habeat et ut incipiendi ratio fuerit ita sit desinendi modus	Cic.Off.1.135	5934
86689	Obiurgationes etiam non numquam incidunt necessariae in quibus utendum est fortasse et vocis contentione maiore et verborum gravitate acriore id agendum etiam ut ea facere videamur irati	Cic.Off.1.136	5936
86690	Sed ut ad urendum et secandum sic ad hoc genus castigandi raro inviti que veniemus ne c umquam nisi necessario si nulla reperietur alia medicina	Cic.Off.1.136	5937
86692	Magnam autem partem clementi castigatione licet uti gravitate tamen adiuncta ut severitas adhibeatur et contumelia repellatur atque etiam illud ipsum quod acerbitatis habet obiurgatio significandum est ipsius id causa qui obiurgetur esse susceptum	Cic.Off.1.137	5939
86693	Rectum est autem etiam in illis contentionibus quae cum inimicissimis fiunt etiamsi nobis indigna audiamus tamen gravitatem retinere iracundiam pellere	Cic.Off.1.137	5940
86694	Quae enim cum aliqua perturbatione fiunt ea ne c constanter fieri possunt ne que iis qui adsunt probari	Cic.Off.1.137	5941
86695	Deforme etiam est de se ipsum praedicare falsa praesertim et cum irrisione audientium imitari militem gloriosum	Cic.Off.1.137	5942
86702	Ornanda enim est dignitas domo non ex domo tota quaerenda ne c domo dominus sed domino domus honestanda est et ut in ceteris habenda ratio non sua solum sed etiam aliorum sic in domo clari hominis in quam et hospites multi recipiendi et admittenda hominum cuiusque modi multitudo adhibenda cura est laxitatis	Cic.Off.1.139	5943
86703	aliter ampla domus dedecori saepe domino fit si est in ea solitudo et maxime si aliquando alio domino solita est frequentari	Cic.Off.1.139	5944
86704	Odiosum est enim cum a praetereuntibus dicitur	Cic.Off.1.139	5945
86705	O domus ántiqua heu quam dispari domináre domino! quod quidem his temporibus in multis licet dicere	Cic.Off.1.139	5946
86706	Cavendum autem est praesertim si ipse aedifices ne extra modum sumptu et magnificentia prodeas	Cic.Off.1.140	5947
86708	Studiose enim plerique praesertim in hanc partem facta principum imitantur	Cic.Off.1.140	5948
86710	at quam multi villarum magnificentiam imitati! quarum quidem certe est adhibendus modus ad mediocritatem que revocandus	Cic.Off.1.140	5949
86713	In omni autem actione suscipienda tria sunt tenenda primum ut appetitus rationi pareat quo nihil est ad officia conservanda accommodatius deinde ut animadvertatur quanta illa res sit quam efficere velimus ut ne ve maior ne ve minor cura et opera suscipiatur quam causa postulet	Cic.Off.1.141	5950
86714	Tertium est ut caveamus ut ea quae pertinent ad liberalem speciem et dignitatem moderata sint	Cic.Off.1.141	5951
86718	Haec autem scientia continentur ea quam Graeci εὐταξίαν nominant non hanc quam interpretamur modestiam quo in verbo modus inest sed illa est εὐταξία in qua intellegitur ordinis conservatio	Cic.Off.1.142	5952
86719	Itaque ut eandem nos modestiam appellemus sic definitur a Stoicis ut modestia sit scientia rerum earum quae agentur aut dicentur loco suo collocandarum	Cic.Off.1.142	5953
86726	Sed potest eadem esse prudentiae definitio de qua principio diximus	Cic.Off.1.143	5955
86730	Talis est igitur ordo actionum adhibendus ut quem ad modum in oratione constanti sic in vita omnia sint apta inter se et convenientia	Cic.Off.1.144	5956
86731	turpe enim valde que vitiosum in re severa convivio digna aut delicatum aliquem inferre sermonem	Cic.Off.1.144	5957
86732	Bene Pericles cum haberet collegam in praetura Sophoclem poëtam ii que de communi officio convenissent et casu formosus puer praeteriret dixisset que Sophocles	Cic.Off.1.144	5958
86736	Ut si qui cum causam sit acturus in itinere aut in ambulatione se cum ipse meditetur aut si quid aliud attentius cogitet non reprehendatur at hoc idem si in convivio faciat inhumanus videatur inscitia temporis	Cic.Off.1.144	5959
86737	Sed ea quae multum ab humanitate discrepant ut si qui in foro cantet aut si qua est alia magna perversitas facile apparet ne c magnopere admonitionem et praecepta desiderat	Cic.Off.1.145	5960
86741	Ex oculorum optutu superciliorum aut remissione aut contractione ex maestitia ex hilaritate ex risu ex locutione ex reticentia ex contentione vocis ex summissione ex ceteris similibus facile iudicabimus quid eorum apte fiat quid ab officio natura que discrepet	Cic.Off.1.146	5961
86743	fit enim nescio quo modo ut magis in aliis cernamus quam in nobismet ipsis si quid delinquitur	Cic.Off.1.146	5962
86745	Ne c vero alienum est ad ea eligenda quae dubitationem afferunt adhibere doctos homines vel etiam usu peritos et quid iis de quoque officii genere placeat exquirere	Cic.Off.1.147	5963
86746	Maior enim pars eo fere deferri solet quo a natura ipsa deducitur	Cic.Off.1.147	5964
86748	Ut enim pictores et ii qui signa fabricantur et vero etiam poetae suum quisque opus a vulgo considerari vult ut si quid reprehensum sit a pluribus id corrigatur ii que et se cum et ab aliis quid in eo peccatum sit exquirunt sic aliorum iudicio permulta nobis et facienda et non facienda et mutanda et corrigenda sunt	Cic.Off.1.147	5965
86749	Quae vero more agentur institutis que civilibus de iis nihil est praecipiendum	Cic.Off.1.148	5966
86753	est enim inimica verecundiae sine qua nihil rectum esse potest nihil honestum	Cic.Off.1.148	5967
86754	Eos autem quorum vita perspecta in rebus honestis atque magnis est bene de re publica sentientes ac bene meritos aut merentes sic ut aliquo honore aut imperio affectos observare et colere debemus tribuere etiam multum senectuti cedere iis qui magistratum habebunt habere dilectum civis et peregrini in ipso que peregrino privatim ne an publice venerit	Cic.Off.1.149	5968
86756	Iam de artificiis et quaestibus qui liberales habendi qui sordidi sint haec fere accepimus	Cic.Off.1.150	5969
86760	Sordidi etiam putandi qui mercantur a mercatoribus quod statim vendant	Cic.Off.1.150	5970
86768	Quibus autem artibus aut prudentia maior inest aut non mediocris utilitas quaeritur ut medicina ut architectura ut doctrina rerum honestarum eae sunt iis quorum ordini conveniunt honestae	Cic.Off.1.151	5971
86769	Mercatura autem si tenuis est sordida putanda est	Cic.Off.1.151	5972
86771	sin magna et copiosa multa undique apportans multis que sine vanitate impertiens non est admodum vituperanda atque etiam si satiata quaestu vel contenta potius ut saepe ex alto in portum ex ipso portu se in agros possessiones que contulit videtur iure optimo posse laudari	Cic.Off.1.151	5973
86772	Omnium autem rerum ex quibus aliquid acquiritur nihil est agri cultura melius nihil uberius nihil dulcius nihil homine libero dignius	Cic.Off.1.151	5974
86774	Sed ab iis partibus quae sunt honestatis quem ad modum officia ducerentur satis expositum videtur	Cic.Off.1.152	5975
86777	Placet igitur aptiora esse naturae ea officia quae ex communitate quam ea quae ex cognitione ducantur id que hoc argumento confirmari potest quod si contigerit ea vita sapienti ut omnium rerum affluentibus copiis omnia quae cognitione digna sint summo otio se cum ipse consideret et contempletur tamen si solitudo tanta sit ut hominem videre non possit excedat e vita	Cic.Off.1.153	5976
86780	ea si maxima est ut est certe necesse est quod a communitate ducatur officium id esse maximum	Cic.Off.1.153	5977
86786	Quis enim est tam cupidus in perspicienda cognoscenda que rerum natura ut si ei tractanti contemplanti que res cognitione dignissimas subito sit allatum periculum discrimen que patriae cui subvenire opitulari que possit non illa omnia relinquat atque abiciat etiamsi dinumerare se stellas aut metiri mundi magnitudinem posse arbitretur	Cic.Off.1.154	5978
86788	Quibus rebus intellegitur studiis officiis que scientiae praeponenda esse officia iustitiae quae pertinent ad hominum utilitatem	Cic.Off.1.155	5979
230122	nihil homini esse debet antiquius	Cic.Off.1.155	5980
86790	nam et erudiverunt multos quo meliores cives utiliores que rebus suis publicis essent ut Thebanum Epaminondam Lysis Pythagoreus Syracosium Dionem Plato multi que multos nos que ipsi quisquid ad rem publicam attulimus si modo aliquid attulimus a doctoribus atque doctrina instructi ad eam et ornati accessimus	Cic.Off.1.155	5981
86794	ob eam que etiam causam eloqui copiose modo prudenter melius est quam vel acutissime sine eloquentia cogitare quod cogitatio in se ipsa vertitur eloquentia complectitur eos quibus cum communitate iuncti sumus	Cic.Off.1.156	5982
86795	Atque ut apium examina non fingendorum favorum causa congregantur sed cum congregabilia natura sint fingunt favos sic homines ac multo etiam magis natura congregati adhibent agendi cogitandi que sollertiam	Cic.Off.1.157	5983
86796	Itaque nisi ea virtus quae constat ex hominibus tuendis id est ex societate generis humani attingat cognitionem rerum solivaga cognitio et ieiuna videatur item que magnitudo animi remota communitate coniunctione que humana feritas sit quaedam et immanitas	Cic.Off.1.157	5984
86798	Ne c verum est quod dicitur a quibusdam propter necessitatem vitae quod ea quae natura desideraret consequi sine aliis atque efficere non possemus idcirco initam esse cum hominibus communitatem et societatem	Cic.Off.1.158	5985
86799	quodsi omnia nobis quae ad victum cultum que pertinent quasi virgula divina ut aiunt suppeditarentur tum optimo quisque ingenio negotiis omnibus omissis totum se in cognitione et scientia collocaret	Cic.Off.1.158	5986
86801	nam et solitudinem fugeret et socium studii quaereret tum docere tum discere vellet tum audire tum dicere	Cic.Off.1.158	5987
86805	sunt enim quaedam partim ita foeda partim ita flagitiosa ut ea ne conservandae quidem patriae causa sapiens facturus sit	Cic.Off.1.159	5988
86809	Quare hoc quidem effectum sit in officiis deligendis id genus officiorum excellere quod teneatur hominum societate	Cic.Off.1.160	5989
86811	Patefactus enim locus est ipse ut non difficile sit in exquirendo officio quid cuique sit praeponendum videre	Cic.Off.1.160	5990
86813	Quibus ex rebus breviter disputatis intellegi potest non solum id homines solere dubitare honestum ne an turpe sit sed etiam duobus propositis honestis utrum honestius sit	Cic.Off.1.161	5992
