sentence_id	sentence	ref	latintext	translation	translator	sent_order	norm_sentence	norm_text	sameEdition
78646	erit ad sustentandum quoad Pompeius veniat	Cic.Att.6.1.14	Erit ad sustentandum quoad Pompeius ueniat,	Será para resistir até que Pompeu chegue,	José Dejalma Dezotti	4922	erit ad sustentandum quoad pompeius ueniat	erit ad sustentandum quoad pompeius ueniat	TRUE
85903	qui litteris quas ad me mittit significat suum negotium illud fore	Cic.Att.6.1.14	qui litteris quas ad me mittit significat suum negotium illud fore.	ele que em uma carta que me enviou indica que aquela tarefa será sua.	José Dejalma Dezotti	4923	qui litteris quas ad me mittit significat suum negotium illud fore	qui litteris quas ad me mittit significat suum negotium illud fore	TRUE
78647	hiemant in nostra provincia Parthi	Cic.Att.6.1.14	Hiemant in nostra prouincia Parthi;	Os partos passam o inverno em nossa província;	José Dejalma Dezotti	4924	hiemant in nostra prouincia parthi	hiemant in nostra prouincia parthi	TRUE
85904	exspectatur ipse Orodes	Cic.Att.6.1.14	exspectatur ipse Orodes.	Orodes em pessoa é esperado.	José Dejalma Dezotti	4925	exspectatur ipse orodes	exspectatur ipse orodes	TRUE
78648	quid quaeris	Cic.Att.6.1.14	Quid quaeris?	O que queres?	José Dejalma Dezotti	4926	quid quaeris	quid quaeris	TRUE
78649	aliquantum est negoti	Cic.Att.6.1.14	Aliquantum est negoti.	Há bastante tarefa.	José Dejalma Dezotti	4927	aliquantum est negoti	aliquantum est negoti	TRUE
78650	de Bibuli edicto nihil novi praeter illam exceptionem de qua tu ad me scripseras	Cic.Att.6.1.15	**15** De Bibuli edicto, nihil noui praeter illam exceptionem de qua tu ad me scripseras	**15** Acerca do edito de Bíbulo, nada de novo além daquela exceção de que tu tinhas escrito a mim	José Dejalma Dezotti	4928	de bibuli edicto nihil noui praeter illam exceptionem de qua tu ad me scripseras	de bibuli edicto nihil noui praeter illam exceptionem de qua tu ad me scripseras	TRUE
89039	nimis gravi praeiudicio in ordinem nostrum	Cic.Att.6.1.15	“nimis graui praeiudicio in ordinem nostrum”.	“um prejuízo bastante grave em nossa ordem”.	José Dejalma Dezotti	4929	nimis graui praeiudicio in ordinem nostrum	nimis graui praeiudicio in ordinem nostrum	TRUE
78651	ego tamen habeo ἰσοδυναμοῦσαν sed tectiorem ex Quinti Muci Publi fili edicto Asiatico extra quam si ita negotium gestum est ut eo stari non oporteat ex fide bona multa que sum secutus Scaevolae in iis illud in quo sibi libertatem censent Graeci datam ut Graeci inter se disceptent suis legibus	Cic.Att.6.1.15	Ego tamen habeo ἰσοδυναμοῦσαν sed tectiorem ex Q. Muci P. f. edicto Asiatico, “extra quam si ita negotium gestum est ut eo stari non oporteat ex fide bona”; multaque sum secutus Scaeuolae, in iis illud in quo sibi libertatem censent Graeci datam, ut Graeci inter se disceptent suis legibus.	Eu, contudo, tenho uma *com o mesmo valor*, mas mais dissimulada, procedente do edito asiático de Quinto Múcio, filho de Públio, “exceto se a transação tenha sido realizada de tal modo que não convém mantê-la de acordo com a boa fé”; tenho seguido muitos preceitos de Cévola, entre esses aquele no qual os gregos consideram que lhes foi dada a liberdade para que os gregos decidam entre si de acordo com suas próprias leis.	José Dejalma Dezotti	4930	ego tamen habeo σοδυναμοσαν sed tectiorem ex quinti muci publi fili edicto asiatico extra quam si ita negotium gestum est ut eo stari non oporteat ex fide bona multaque sum secutus scaeuolae in iis illud in quo sibi libertatem censent graeci datam ut graeci inter se disceptent suis legibus	ego tamen habeo σοδυναμοσαν sed tectiorem ex q muci p f edicto asiatico extra quam si ita negotium gestum est ut eo stari non oporteat ex fide bona multaque sum secutus scaeuolae in iis illud in quo sibi libertatem censent graeci datam ut graeci inter se disceptent suis legibus	FALSE
78653	breve autem edictum est propter hanc meam διαίρεσιν quod duobus generibus edicendum putavi	Cic.Att.6.1.15	Breue autem edictum est propter hanc meam διαίρεσιν, quod duobus generibus edicendum putaui;	O edito, porém, é curto devido a esta minha *divisão*, porque julguei que ele devia ser estabelecido em dois tipos:	José Dejalma Dezotti	4931	breue autem edictum est propter hanc meam διαίρεσιν quod duobus generibus edicendum putaui	breue autem edictum est propter hanc meam διαρεσιν quod duobus generibus edicendum putaui	FALSE
78654	quorum unum est provinciale in quo est de rationibus civitatum de aere alieno de usura de syngraphis	Cic.Att.6.1.15	quorum unum est prouinciale, in quo inest de rationibus ciuitatum, de aere alieno, de usura, de syngraphis,	um desses tipos é o provincial, em que estão incluídas as contas das cidades, as dívidas, os juros, os contratos	José Dejalma Dezotti	4932	quorum unum est prouinciale in quo est de rationibus ciuitatum de aere alieno de usura de syngraphis	quorum unum est prouinciale in quo inest de rationibus ciuitatum de aere alieno de usura de syngraphis	FALSE
85906	in eodem omnia de publicanis	Cic.Att.6.1.15	in eodem omnia de publicanis;	e no mesmo tudo a respeito dos publicanos;	José Dejalma Dezotti	4933	in eodem omnia de publicanis	in eodem omnia de publicanis	TRUE
85907	alterum quod sine edicto satis commode transigi non potest de hereditatum possessionibus de bonis possidendis vendendis magistris faciendis quae ex edicto et postulari et fieri solent	Cic.Att.6.1.15	alterum quod sine edicto satis commode transigi non potest, de hereditatum possessionibus, de bonis possidendis, magistris faciendis, bonis uendendis, quae ex edicto et postulari et fieri solent.	o outro, aquilo que nao pode ser levado a cabo suficientemente bem sem um edito, a possessão das heranças, a posse dos bens, a eleição dos síndicos, a venda dos bens, coisas que costumam ser demandadas e feitas a partir de um edito.	José Dejalma Dezotti	4934	alterum quod sine edicto satis commode transigi non potest de hereditatum possessionibus de bonis possidendis uendendis magistris faciendis quae ex edicto et postulari et fieri solent	alterum quod sine edicto satis commode transigi non potest de hereditatum possessionibus de bonis possidendis magistris faciendis bonis uendendis quae ex edicto et postulari et fieri solent	FALSE
78655	tertium de reliquo iure dicundo ἄγραφον reliqui	Cic.Att.6.1.15	Tertium de reliquo iure dicundo ἄγραφον reliqui.	O terceiro, acerca do restante da administração da justiça, deixei *sem escrita*.	José Dejalma Dezotti	4935	tertium de reliquo iure dicundo γραφον reliqui	tertium de reliquo iure dicundo γραφον reliqui	TRUE
78656	dixi me de eo genere mea decreta ad edicta urbana accommodaturum	Cic.Att.6.1.15	Dixi me de eo genere mea decreta ad edicta urbana accommodaturum,	Eu disse que acomodaria meus decretos desse tipo aos editos urbanos,	José Dejalma Dezotti	4936	dixi me de eo genere mea decreta ad edicta urbana accommodaturum	dixi me de eo genere mea decreta ad edicta urbana accommodaturum	TRUE
78657	itaque curo et satis facio adhuc omnibus	Cic.Att.6.1.15	itaque curo et satis facio adhuc omnibus.	e assim cuido e satisfaço até agora a todo mundo.	José Dejalma Dezotti	4937	itaque curo et satis facio adhuc omnibus	itaque curo et satis facio adhuc omnibus	TRUE
78658	Graeci vero exsultant quod peregrinis iudicibus utuntur	Cic.Att.6.1.15	Graeci uero exsultant quod peregrinis iudicibus utuntur.	Os gregos, na verdade, estão exultantes porque se utilizam de juízes estrangeiros.	José Dejalma Dezotti	4938	graeci uero exsultant quod peregrinis iudicibus utuntur	graeci uero exsultant quod peregrinis iudicibus utuntur	TRUE
78659	nugatoribus quidem	Cic.Att.6.1.15	“Nugatoribus quidem”	“Charlatães, na verdade”	José Dejalma Dezotti	4939	nugatoribus quidem	nugatoribus quidem	TRUE
85908	inquies	Cic.Att.6.1.15	inquies.	dirás.	José Dejalma Dezotti	4940	inquies	inquies	TRUE
78660	quid refert	Cic.Att.6.1.15	Quid refert?	O que importa?	José Dejalma Dezotti	4941	quid refert	quid refert	TRUE
78661	tamen se αὐτονομίαν adeptos putant	Cic.Att.6.1.15	Ii se αὐτονομίαν adeptos putant.	Eles consideram que adquiriram *autonomia*.	José Dejalma Dezotti	4942	tamen se ατονομίαν adeptos putant	ii se ατονομαν adeptos putant	FALSE
78662	vestri enim credo gravis habent Turpionem sutorium et Vettium mancipem	Cic.Att.6.1.15	Nostri enim, credo, grauis habent, Turpionem sutorium et Vettium mancipem.	Pois os nossos, creio, têm gente séria, o sapateiro Turpião e o empresário Vétio.	José Dejalma Dezotti	4943	uestri enim credo grauis habent turpionem sutorium et uettium mancipem	nostri enim credo grauis habent turpionem sutorium et uettium mancipem	FALSE
78663	de publicanis quid agam videris quaerere	Cic.Att.6.1.16	**16** De publicanis quid agam uideris quaerere.	**16** Parece que queres saber o que faço a respeito dos publicanos.	José Dejalma Dezotti	4944	de publicanis quid agam uideris quaerere	de publicanis quid agam uideris quaerere	TRUE
78664	habeo in deliciis	Cic.Att.6.1.16	Habeo in deliciis,	Tenho-os em bem-querença,	José Dejalma Dezotti	4945	habeo in deliciis	habeo in deliciis	TRUE
85909	obsequor	Cic.Att.6.1.16	obsequor,	condescendo com eles,	José Dejalma Dezotti	4946	obsequor	obsequor	TRUE
85910	verbis laudo	Cic.Att.6.1.16	uerbis laudo,	louvo-os	José Dejalma Dezotti	4947	uerbis laudo	uerbis laudo	TRUE
85911	orno	Cic.Att.6.1.16	orno:	e adorno com palavras:	José Dejalma Dezotti	4948	orno	orno	TRUE
85912	efficio ne cui molesti sint	Cic.Att.6.1.16	efficio ne cui molesti sint.	consigo que não sejam molestos a ninguém.	José Dejalma Dezotti	4949	efficio ne cui molesti sint	efficio ne cui molesti sint	TRUE
78665	τὸ παραδοξότατον usuras eorum quas pactionibus adscripserant servavit etiam Servilius	Cic.Att.6.1.16	τὸ παραδοξότατον: usuras eorum quas pactionibus adscripserant seruauit etiam Seruilius;	*O mais surpreendente:* os juros que eles tinham especificados nos contratos até Servílio manteve;	José Dejalma Dezotti	4950	τ παραδοξτατον usuras eorum quas pactionibus adscripserant seruauit etiam seruilius	τ παραδοξτατον usuras eorum quas pactionibus adscripserant seruauit etiam seruilius	TRUE
78666	ego sic	Cic.Att.6.1.16	ego sic:	eu assim:	José Dejalma Dezotti	4951	ego sic	ego sic	TRUE
78667	diem statuo satis laxam quam ante si solverint dico me centesimas ducturum	Cic.Att.6.1.16	diem statuo satis laxam, quam ante si soluerint, dico me centesimas ducturum,	estabeleço um prazo bastante amplo, se pagarem antes desse, digo que considerarei um por cento ao mês;	José Dejalma Dezotti	4952	diem statuo satis laxam quam ante si soluerint dico me centesimas ducturum	diem statuo satis laxam quam ante si soluerint dico me centesimas ducturum	TRUE
85913	si non solverint ex pactione	Cic.Att.6.1.16	si non soluerint, ex pactione.	se não pagarem, será de acordo com o contrato.	José Dejalma Dezotti	4953	si non soluerint ex pactione	si non soluerint ex pactione	TRUE
78668	itaque et Graeci solvunt tolerabili faenore et publicanis res est gratissima si illa iam habent pleno modio verborum honorem invitationem crebram	Cic.Att.6.1.16	Itaque et Graeci soluunt tolerabili faenore et publicanis res est gratissima, si illa iam habent pleno modio, uerborum honorem, inuitationem crebram.	E assim os gregos pagam um juro tolerável e para os publicanos a situação é muito boa, pois já têm aquelas coisas com plena medida, a honra das palavras e frequente convite.	José Dejalma Dezotti	4954	itaque et graeci soluunt tolerabili faenore et publicanis res est gratissima si illa iam habent pleno modio uerborum honorem inuitationem crebram	itaque et graeci soluunt tolerabili faenore et publicanis res est gratissima si illa iam habent pleno modio uerborum honorem inuitationem crebram	TRUE
78669	quid plura	Cic.Att.6.1.16	Quid plura?	O que mais?	José Dejalma Dezotti	4955	quid plura	quid plura	TRUE
78670	sunt omnes ita mihi familiares ut se quisque maxime putet	Cic.Att.6.1.16	Sunt omnes ita mihi familiares ut se quisque maxime putet;	São todos tão amigos meus que cada um se considera o maior;	José Dejalma Dezotti	4956	sunt omnes ita mihi familiares ut se quisque maxime putet	sunt omnes ita mihi familiares ut se quisque maxime putet	TRUE
78671	sed tamen μηδὲν αὐτοῖς	Cic.Att.6.1.16	sed tamen “μηδὲν αὐτοῖς” \-	mas “*nada os...*”	José Dejalma Dezotti	4957	sed tamen μηδν ατος	sed tamen μηδν ατος \	FALSE
78672	scis reliqua	Cic.Att.6.1.16	scis reliqua.	sabes o resto.	José Dejalma Dezotti	4958	scis reliqua	scis reliqua	TRUE
78673	de statua Africani ὢ πραγμάτων ἀσυγκλώστων sed me id ipsum delectavit in tuis litteris ai n tu	Cic.Att.6.1.17	**17** De statua Africani (ὢ πραγμάτων ἀσυγκλώστων\! sed me id ipsum delectauit in tuis litteris), ain tu?	**17** Com relação à estátua do Africano (*ó assuntos mais desconexos\!* mas é precisamente isso que me deliciou em tua carta), o que tu dizes?	José Dejalma Dezotti	4959	de statua africani πραγμάτων συγκλστων sed me id ipsum delectauit in tuis litteris ai n tu	de statua africani πραγμτων συγκλστων\ sed me id ipsum delectauit in tuis litteris ain tu	FALSE
78675	Scipio hic Metellus proavum suum nescit censorem non fuisse	Cic.Att.6.1.17	Scipio hic Metellus proauum suum nescit censorem non fuisse?	Este Cipião Metelo não sabe que seu bisavô não foi censor?	José Dejalma Dezotti	4960	scipio hic metellus proauum suum nescit censorem non fuisse	scipio hic metellus proauum suum nescit censorem non fuisse	TRUE
78677	in illa autem quae est ad Πολυκλέους Herculem inscriptum est consul	Cic.Att.6.1.17	In illa autem quae est ad Πολυκλέους Herculem inscriptum est “cos. Cens.”;	Porém, naquela que está junto ao Hércules de Policles está inscrito “cos. Cens.”;	José Dejalma Dezotti	4961	in illa autem quae est ad πολυκλέους herculem inscriptum est consul	in illa autem quae est ad πολυκλους herculem inscriptum est cos cens	FALSE
85914	quam esse eiusdem status amictus anulus imago ipsa declarat	Cic.Att.6.1.17	quam esse eiusdem status, amictus, anulus, imago ipsa declarat.	e que essa estátua é do mesmo a estatura, o manto, o anel, a própria imagem indicam.	José Dejalma Dezotti	4962	quam esse eiusdem status amictus anulus imago ipsa declarat	quam esse eiusdem status amictus anulus imago ipsa declarat	TRUE
78678	at me hercule ego cum in turma inauratarum equestrium quas hic Metellus in Capitolio posuit animadvertissem in Serapionis subscriptione Africani imaginem erratum fabrile putavi	Cic.Att.6.1.17	At mehercule ego, cum in turma inauratarum equestrium quas hic Metellus in Capitolio posuit animaduertissem in Sarapionis subscriptione Africani imaginem, erratum fabrile putaui,	Mas, por hércules, eu, quando notei no esquadrão das estátuas equestres douradas que este Metelo pôs no Capitólio uma imagem do Africano com o nome de Sarapião escrito embaixo, achei que era erro do operário,	José Dejalma Dezotti	4963	at me hercule ego cum in turma inauratarum equestrium quas hic metellus in capitolio posuit animaduertissem in serapionis subscriptione africani imaginem erratum fabrile putaui	at mehercule ego cum in turma inauratarum equestrium quas hic metellus in capitolio posuit animaduertissem in sarapionis subscriptione africani imaginem erratum fabrile putaui	FALSE
85915	nunc video Metelli	Cic.Att.6.1.17	nunc uideo Metelli.	agora vejo que é de Metelo.	José Dejalma Dezotti	4964	nunc uideo metelli	nunc uideo metelli	TRUE
78679	o ἀνιστορησίαν turpem	Cic.Att.6.1.18	o ἀνιστορησίαν turpem\!	Ó vergonhoso *erro histórico*\!	José Dejalma Dezotti	4965	o νιστορησίαν turpem	o νιστορησαν turpem\	FALSE
78680	nam illud de Flavio et fastis si secus est commune erratum est et tu belle ἠπόρησας et nos publicam prope opinionem secuti sumus ut multa apud Graecos	Cic.Att.6.1.18	**18** Nam illud de Flauio et fastis, si secus est, commune erratum est; et tu belle ἠπόρησας et nos publicam prope opinionem secuti sumus, ut multa apud Graecos.	**18** Pois o de Flávio e dos fastos, se é de outro modo, é um erro comum; e tu *estavas* lindamente *em dúvida* e nós mais ou menos seguimos a opinião pública, como muitas coisas entre os gregos.	José Dejalma Dezotti	4966	nam illud de flauio et fastis si secus est commune erratum est et tu belle πρησας et nos publicam prope opinionem secuti sumus ut multa apud graecos	nam illud de flauio et fastis si secus est commune erratum est et tu belle πρησας et nos publicam prope opinionem secuti sumus ut multa apud graecos	TRUE
78681	quis enim non dixit Εὔπολιν ab Alcibiade navigante in Siciliam deiectum esse in mare	Cic.Att.6.1.18	Quis enim non dixit Εὔπολιν τὸν τῆς ἀρχαίας ab Alcibiade nauigante in Siciliam deiectum esse in mare?	Pois quem não disse que *Eupólis, o da comédia antiga*, foi atirado ao mar por Alcibíades, quando navegava para a Sicília?	José Dejalma Dezotti	4967	quis enim non dixit επολιν ab alcibiade nauigante in siciliam deiectum esse in mare	quis enim non dixit επολιν τν τς ρχαας ab alcibiade nauigante in siciliam deiectum esse in mare	FALSE
78682	redarguit Eratosthenes	Cic.Att.6.1.18	Redarguit Eratosthenes;	Eratóstenes refuta isso;	José Dejalma Dezotti	4968	redarguit eratosthenes	redarguit eratosthenes	TRUE
85916	adfert enim quas ille post id tempus fabulas docuerit	Cic.Att.6.1.18	adfert enim quas ille post id tempus fabulas docuerit.	pois apresenta as comédias que ele representou depois daquela data.	José Dejalma Dezotti	4969	adfert enim quas ille post id tempus fabulas docuerit	adfert enim quas ille post id tempus fabulas docuerit	TRUE
78683	num idcirco Duris Samius homo in historia diligens quod cum multis erravit inridetur	Cic.Att.6.1.18	Num idcirco Duris Samius, homo in historia diligens, quod cum multis errauit, irridetur?	Por acaso Dúris de Samos, homem diligente em História, é objeto de riso por que errou junto com muitos?	José Dejalma Dezotti	4970	num idcirco duris samius homo in historia diligens quod cum multis errauit inridetur	num idcirco duris samius homo in historia diligens quod cum multis errauit irridetur	FALSE
78684	quis Zaleucum leges Locris scripsisse non dixit	Cic.Att.6.1.18	Quis Zaleucum leges Locris scripsisse non dixit?	Quem não disse que Zaleuco escreveu as leis de Locros?	José Dejalma Dezotti	4971	quis zaleucum leges locris scripsisse non dixit	quis zaleucum leges locris scripsisse non dixit	TRUE
78685	num igitur iacet Theophrastus si id a Timaeo tuo familiari reprensum est	Cic.Att.6.1.18	Num igitur iacet Theophrastus si id a Timaeo, tuo familiari, reprehensum est?	Por acaso Teofrasto está então abatido por isso ter sido repreendido por Timeu, teu amigo?	José Dejalma Dezotti	4972	num igitur iacet theophrastus si id a timaeo tuo familiari reprensum est	num igitur iacet theophrastus si id a timaeo tuo familiari reprehensum est	FALSE
78686	sed nescire proavum suum censorem non fuisse turpe est praesertim cum post eum consulem nemo Cornelius illo vivo censor fuerit	Cic.Att.6.1.18	Sed nescire proauum suum censorem non fuisse turpe est, praesertim cum post eum consulem nemo Cornelius illo uiuo censor fuerit.	Mas é vergonhoso não saber que seu próprio bisavô não foi censor, sobretudo quando, após ter sido ele cônsul, não houve nenhum Cornélio censor, enquanto ele esteve vivo.	José Dejalma Dezotti	4973	sed nescire proauum suum censorem non fuisse turpe est praesertim cum post eum consulem nemo cornelius illo uiuo censor fuerit	sed nescire proauum suum censorem non fuisse turpe est praesertim cum post eum consulem nemo cornelius illo uiuo censor fuerit	TRUE
78687	quod de Philotimo et de solutione HS X̅X̅DC scribis Philotimum circiter Kal.Ianuarias in Chersonesum audio venisse	Cic.Att.6.1.19	**19** Quod de Philotimo et de solutione HS XXDC scribis, Philotimum circiter Kal. Ian. in Chersonesum audio uenisse;	**19** Quanto ao que escreves sobre Filótimo e sobre o pagamento de 20.600 sestércios, ouço que Filótimo chegou em Quersoneso por volta da calendas de janeiro \[1º. de janeiro\];	José Dejalma Dezotti	4974	quod de philotimo et de solutione hs x̅x̅dc scribis philotimum circiter kalianuarias in chersonesum audio uenisse	quod de philotimo et de solutione hs xxdc scribis philotimum circiter kal ian in chersonesum audio uenisse	FALSE
78689	at mi ab eo nihil adhuc	Cic.Att.6.1.19	At mi ab eo nihil adhuc.	Mas a mim nada da parte dele até agora.	José Dejalma Dezotti	4975	at mi ab eo nihil adhuc	at mi ab eo nihil adhuc	TRUE
78690	reliqua mea Camillus scribit se accepisse	Cic.Att.6.1.19	Reliqua mea Camillus scribit se accepisse.	Camilo escreve que recebeu o meu restante.	José Dejalma Dezotti	4976	reliqua mea camillus scribit se accepisse	reliqua mea camillus scribit se accepisse	TRUE
78691	ea quae sint nescio et aveo scire	Cic.Att.6.1.19	Ea quae sint nescio et aueo scire.	Não sei o que é e tenho vontade de saber.	José Dejalma Dezotti	4977	ea quae sint nescio et aueo scire	ea quae sint nescio et aueo scire	TRUE
78692	verum haec posterius et coram fortasse commodius	Cic.Att.6.1.19	Sed uerum haec posterius et coram fortasse commodius.	Mas, na verdade, isso talvez melhor mais tarde e pessoalmente.	José Dejalma Dezotti	4978	uerum haec posterius et coram fortasse commodius	sed uerum haec posterius et coram fortasse commodius	FALSE
78693	illud me mi Attice in extrema fere parte epistulae commovit	Cic.Att.6.1.20	**20** Illud me, mi Attice, in extrema fere parte epistulae commouit;	**20** Aquilo quase na parte final da carta, meu querido Ático, me abalou;	José Dejalma Dezotti	4979	illud me mi attice in extrema fere parte epistulae commouit	illud me mi attice in extrema fere parte epistulae commouit	TRUE
85917	scribis enim sic	Cic.Att.6.1.20	scribis enim sic,	pois escreves assim,	José Dejalma Dezotti	4980	scribis enim sic	scribis enim sic	TRUE
89040	τί λοιπόν	Cic.Att.6.1.20	“τί λοιπόν;”,	“*o que resta, então?*”,	José Dejalma Dezotti	4981	τί λοιπν	τ λοιπν;	FALSE
85918	deinde me obsecras amantissime ne obliviscar vigilare et ut animadvertam quae fiant	Cic.Att.6.1.20	deinde me obsecras amantissime ne obliuiscar uigilare et ut animaduertam quae fiant.	depois me suplicas muito carinhosamente que eu não me esqueça de estar alerta e que preste atenção ao que acontece.	José Dejalma Dezotti	4982	deinde me obsecras amantissime ne obliuiscar uigilare et ut animaduertam quae fiant	deinde me obsecras amantissime ne obliuiscar uigilare et ut animaduertam quae fiant	TRUE
78694	num quid de quo inaudisti	Cic.Att.6.1.20	Num quid de quo inaudisti?	O que é que ouviste e a respeito de quem?	José Dejalma Dezotti	4983	num quid de quo inaudisti	num quid de quo inaudisti	TRUE
78695	etsi nihil eius modi est	Cic.Att.6.1.20	Etsi nihil eius modi est;	Ainda que não haja nada desse tipo;	José Dejalma Dezotti	4984	etsi nihil eius modi est	etsi nihil eius modi est	TRUE
78696	πολλοῦ γε καὶ δεῖ	Cic.Att.6.1.20	πολλοῦ γε καὶ δεῖ.		José Dejalma Dezotti	4985	πολλο γε κα δε	πολλο γε κα δε	TRUE
78697	ne c enim me fefellisset ne c fallet	Cic.Att.6.1.20	Nec enim me fefellisset nec fallet.	Pois nem me teria escapado nem me escapará.	José Dejalma Dezotti	4986	nec enim me fefellisset nec fallet	nec enim me fefellisset nec fallet	TRUE
78698	sed ista admonitio tua tam accurata nescio quid mihi significare visa est	Cic.Att.6.1.20	Sed ista admonitio tua tam accurata nescio quid mihi significare uisa est.	Mas essa advertência tua tão cuidadosa me pareceu indicar não sei o que.	José Dejalma Dezotti	4987	sed ista admonitio tua tam accurata nescio quid mihi significare uisa est	sed ista admonitio tua tam accurata nescio quid mihi significare uisa est	TRUE
78699	de Marco Octavio iterum iam tibi rescribo te illi probe respondisse	Cic.Att.6.1.21	**21** De M. Octauio, iterum iam tibi rescribo te illi probe respondisse;	**21** A respeito de Marco Otávio, te repito novamente que tu já respondeste corretamente a ele;	José Dejalma Dezotti	4988	de marco octauio iterum iam tibi rescribo te illi probe respondisse	de m octauio iterum iam tibi rescribo te illi probe respondisse	FALSE
85919	paulo vellem fidentius	Cic.Att.6.1.21	paulo uellem fidentius.	eu queria com um pouco mais de firmeza.	José Dejalma Dezotti	4989	paulo uellem fidentius	paulo uellem fidentius	TRUE
78700	nam Caelius libertum ad me misit et litteras accurate scriptas et de pantheris et a civitatibus	Cic.Att.6.1.21	Nam Caelius libertum ad me misit et litteras accurate scriptas et de pantheris et (+) a ciuitatibus.	Pois Célio me mandou um liberto e uma carta cuidadosamente escrita sobre as panteras e (+) das cidades.	José Dejalma Dezotti	4990	nam caelius libertum ad me misit et litteras accurate scriptas et de pantheris et a ciuitatibus	nam caelius libertum ad me misit et litteras accurate scriptas et de pantheris et a ciuitatibus	TRUE
78701	rescripsi alterum me moleste ferre si ego in tenebris laterem ne c audiretur Romae nullum in mea provincia nummum nisi in aes alienum erogari docui que ne c mihi conciliare pecuniam licere ne c illi capere monui que eum quem plane diligo ut cum alios accusasset cautius viveret	Cic.Att.6.1.21	Rescripsi ad alterum me moleste ferre, si ego in tenebris laterem nec audiretur Romae nullum in mea prouincia nummum nisi in aes alienum erogari, docuique nec mihi conciliare pecuniam licere nec illi capere, monuique eum, quem plane diligo, ut cum alios accusasset cautius uiueret;	Respondi ao segundo que me sinto mal, se eu me oculto em trevas e não se ouve em Roma que não foi fornecido para as despesas em minha província nenhuma moeda a não ser para as dívidas, e mostrei que nem a mim era permitido conseguir dinheiro nem a ele recebê-lo, e adverti a ele, a quem tenho grande apreço, que, visto que tinha acusado os outros, vivesse com mais cautela;	José Dejalma Dezotti	4991	rescripsi alterum me moleste ferre si ego in tenebris laterem nec audiretur romae nullum in mea prouincia nummum nisi in aes alienum erogari docuique nec mihi conciliare pecuniam licere nec illi capere monuique eum quem plane diligo ut cum alios accusasset cautius uiueret	rescripsi ad alterum me moleste ferre si ego in tenebris laterem nec audiretur romae nullum in mea prouincia nummum nisi in aes alienum erogari docuique nec mihi conciliare pecuniam licere nec illi capere monuique eum quem plane diligo ut cum alios accusasset cautius uiueret	FALSE
85922	illud autem alterum alienum esse existimatione mea Cibyratas imperio meo publice venari	Cic.Att.6.1.21	illud autem alterum alienum esse existimatione mea, Cibyratas imperio meo publice uenari.	já o outro ponto, que era incompatível com minha reputação que os habitantes de Cíbira caçassem oficialmente por ordem minha.	José Dejalma Dezotti	4992	illud autem alterum alienum esse existimatione mea cibyratas imperio meo publice uenari	illud autem alterum alienum esse existimatione mea cibyratas imperio meo publice uenari	TRUE
78702	Lepta tua epistula gaudio exsultat	Cic.Att.6.1.22	**22** Lepta tua epistula gaudio exsultat;	**22** Lepta está pulando de alegria com tua carta;	José Dejalma Dezotti	4993	lepta tua epistula gaudio exsultat	lepta tua epistula gaudio exsultat	TRUE
85923	etenim scripta belle est me que apud eum magna in gratia posuit	Cic.Att.6.1.22	etenim scripta belle est meque apud eum magna in gratia posuit.	de fato, está magnificamente escrita e me pôs em grande disposição junto a ele.	José Dejalma Dezotti	4994	etenim scripta belle est meque apud eum magna in gratia posuit	etenim scripta belle est meque apud eum magna in gratia posuit	TRUE
78703	filiola tua gratum mihi fecit quod tibi diligenter mandavit ut mihi salutem adscriberes	Cic.Att.6.1.22	Filiola tua gratum mihi fecit quod tibi diligenter mandauit ut mihi salutem adscriberes,	Tua filhinha me fez agradecido por ter te encarregado com diligência que me saudasses,	José Dejalma Dezotti	4995	filiola tua gratum mihi fecit quod tibi diligenter mandauit ut mihi salutem adscriberes	filiola tua gratum mihi fecit quod tibi diligenter mandauit ut mihi salutem adscriberes	TRUE
85924	gratum etiam Pilia sed illa officiosius quod mihi quem iam pridem numquam vidit	Cic.Att.6.1.22	gratum etiam Pilia, sed illa officiosius quod me, quem iam pridem amat, numquam uidit;	agradecido também a Pília, mas aquela mais atenciosamente porque a mim, que já há muito me quer bem, nunca me viu;	José Dejalma Dezotti	4996	gratum etiam pilia sed illa officiosius quod mihi quem iam pridem numquam uidit	gratum etiam pilia sed illa officiosius quod me quem iam pridem amat numquam uidit	FALSE
78704	igitur tu quoque salutem utrique adscribito	Cic.Att.6.1.22	igitur tu quoque salutem utrique adscribito.	portanto, tu também saúde a ambas.	José Dejalma Dezotti	4997	igitur tu quoque salutem utrique adscribito	igitur tu quoque salutem utrique adscribito	TRUE
78705	litterarum datarum dies pr Kal Ianuar suavem habuit recordationem clarissimi iuris iurandi quod ego non eram oblitus	Cic.Att.6.1.22	Litterarum datarum dies prid. Kal. Ian. suauem habuit recordationem clarissimi iuris iurandi quod ego non eram oblitus;	O dia da entrega de tua carta, véspera das calendas de janeiro \[31 de dezembro\] teve uma doce lembrança do famosíssimo juramento que eu não esqueci;	José Dejalma Dezotti	4998	litterarum datarum dies pr kal ianuar suauem habuit recordationem clarissimi iuris iurandi quod ego non eram oblitus	litterarum datarum dies prid kal ian suauem habuit recordationem clarissimi iuris iurandi quod ego non eram oblitus	FALSE
